name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Mike Riordan,639,12.3,0.498,,0.18,3.4,8.0,5.5,13.1,1.4,0.2,,,14.5,18.7,33.2,0.1,-1.2,0.2,-1.1,1.8,1718
Arnie Risen,637,16.7,0.456,,0.504,,,,,,,,,32.4,23.6,56.0,0.119,,,,,1719
Austin Rivers,707,9.7,0.516,0.427,0.226,1.5,8.0,4.8,13.2,1.5,0.6,11.2,17.2,5.4,9.8,15.2,0.043,-2.4,-0.7,-3.1,-4.5,1720
Doc Rivers,864,16.6,0.534,0.148,0.417,3.0,9.4,6.2,29.2,3.3,0.9,15.8,18.6,35.3,32.9,68.2,0.139,0.9,2.2,3.1,30.5,1721
Red Robbins,586,17.9,0.526,0.035,0.308,8.5,15.8,14.8,7.4,1.0,1.0,10.6,16.5,24.1,26.3,50.4,0.129,0.9,-0.5,0.4,2.2,1722
Andre Roberson,307,9.7,0.52,0.366,0.219,5.9,13.8,9.9,5.3,2.0,2.4,12.2,9.5,4.2,8.4,12.6,0.089,-2.1,1.4,-0.6,2.3,1723
Rick Roberson,423,13.2,0.476,,0.436,11.7,23.0,16.7,7.7,1.3,1.3,,,2.6,12.0,14.6,0.068,-1.3,-1.3,-2.5,-0.4,1724
Anthony Roberts,213,10.7,0.451,0.001,0.26,9.0,13.3,11.2,9.5,1.0,0.2,12.2,20.9,0.4,2.9,3.3,0.041,-2.4,-1.8,-4.2,-2.3,1725
Brian Roberts,314,13.0,0.516,0.333,0.202,1.3,8.1,4.6,22.6,1.3,0.3,12.0,19.9,5.2,2.1,7.4,0.068,-0.5,-1.1,-1.6,0.6,1726
Fred Roberts,818,12.6,0.566,0.035,0.39,6.5,11.3,8.9,9.4,1.4,1.0,15.5,17.8,14.7,11.5,26.2,0.086,-1.0,-0.6,-1.6,1.5,1727
Joe Roberts,218,9.7,0.422,0.002,0.304,,,10.7,3.5,,,15.2,13.3,-1.7,4.1,2.4,0.033,,,,,1728
Marv Roberts,402,12.5,0.481,0.003,0.273,8.4,11.7,10.1,9.2,1.1,0.2,12.5,19.8,3.0,8.4,11.4,0.071,-1.5,-0.9,-2.3,-0.4,1729
Stanley Roberts,300,13.6,0.511,0.001,0.4,9.6,20.3,14.9,5.0,0.9,4.3,12.9,20.8,1.2,6.9,8.1,0.066,-3.3,0.0,-3.4,-2.0,1730
Alvin Robertson,779,17.0,0.527,0.087,0.265,7.4,11.4,9.4,23.1,4.1,0.8,17.0,20.7,21.2,30.9,52.1,0.101,0.6,2.0,2.6,28.3,1731
Oscar Robertson,1040,23.2,0.564,,0.468,3.1,8.0,6.4,30.3,1.4,0.1,,,152.0,37.2,189.2,0.207,0.2,-0.3,-0.1,1.2,1732
Rick Robey,493,12.8,0.534,0.003,0.373,10.6,18.3,14.5,9.3,1.2,0.6,18.1,19.2,5.1,10.7,15.8,0.086,-1.5,-0.5,-1.9,0.1,1733
Cliff Robinson,629,17.0,0.505,0.004,0.264,7.7,22.9,15.2,10.5,1.6,1.3,12.8,26.3,5.5,25.0,30.5,0.076,-0.1,-0.5,-0.6,6.9,1734
Clifford Robinson,1380,14.5,0.512,0.208,0.306,4.9,12.0,8.4,12.1,1.7,2.3,11.6,22.3,33.8,55.9,89.7,0.101,-0.1,0.5,0.5,26.6,1735
David Robinson,987,26.2,0.583,0.007,0.577,10.6,23.4,17.3,12.4,2.1,5.7,11.9,26.2,98.5,80.1,178.7,0.25,4.4,3.1,7.5,81.9,1736
Duncan Robinson,423,11.4,0.612,0.807,0.104,0.9,10.4,5.7,10.5,1.0,0.7,9.8,17.6,10.3,9.6,19.9,0.087,-0.3,-0.7,-1.0,2.7,1737
Eddie Robinson,278,14.0,0.534,0.019,0.182,5.1,11.0,8.0,8.4,2.1,1.2,10.6,17.2,4.9,5.3,10.2,0.091,-0.5,0.3,-0.3,2.3,1738
Flynn Robinson,543,17.5,0.516,0.005,0.3,3.2,6.0,4.7,18.8,1.3,0.1,10.3,22.9,22.8,9.8,32.6,0.127,0.4,-1.1,-0.6,0.3,1739
Glenn Robinson,688,17.5,0.529,0.15,0.249,4.8,14.7,9.8,13.8,1.7,1.2,13.8,28.1,20.5,19.3,39.8,0.075,1.3,-1.2,0.1,13.5,1740
Glenn Robinson III,304,11.4,0.55,0.344,0.198,4.2,12.1,8.1,6.7,1.4,0.9,8.6,14.8,4.2,3.7,7.9,0.071,-1.1,-0.6,-1.7,0.4,1741
James Robinson,381,11.2,0.494,0.432,0.216,3.2,7.7,5.4,16.6,1.5,0.7,14.7,21.5,1.1,4.7,5.8,0.04,-1.1,-0.9,-2.0,0.0,1742
Jerome Robinson,135,6.7,0.461,0.491,0.177,1.3,12.2,6.8,10.7,1.4,1.5,12.3,16.7,-1.5,1.4,-0.2,-0.004,-4.5,-0.3,-4.8,-1.2,1743
Larry Robinson,89,10.3,0.468,0.337,0.166,5.6,9.8,7.7,10.3,2.4,0.2,13.4,17.7,-0.1,1.0,0.9,0.036,-1.6,-0.1,-1.7,0.1,1744
Mitchell Robinson,337,20.3,0.682,0.0,0.449,16.3,19.0,17.6,3.8,1.9,7.1,10.8,11.5,21.8,13.4,35.2,0.208,0.7,1.5,2.1,8.5,1745
Nate Robinson,618,15.6,0.531,0.388,0.234,3.1,8.9,6.0,22.6,2.0,0.2,12.0,23.6,18.5,9.4,27.8,0.096,0.9,-0.4,0.5,8.6,1746
Rumeal Robinson,336,12.9,0.483,0.139,0.284,2.9,8.0,5.4,28.9,2.5,0.6,18.0,22.2,-1.0,6.2,5.2,0.041,-1.4,-0.1,-1.5,0.8,1747
Thomas Robinson,313,14.0,0.484,0.004,0.361,14.0,25.7,19.8,7.2,1.9,2.0,16.8,19.8,-0.6,5.2,4.6,0.053,-2.7,-0.8,-3.5,-1.6,1748
Truck Robinson,772,14.9,0.52,0.0,0.357,8.6,22.1,15.4,7.8,1.0,1.1,15.3,21.3,15.5,37.2,52.7,0.101,-0.5,-0.5,-1.0,6.1,1749
Bill Robinzine,529,14.9,0.531,0.002,0.344,9.9,20.3,15.0,7.1,2.3,0.4,16.6,21.6,8.5,14.8,23.3,0.098,-1.5,-0.3,-1.8,0.5,1750
Dave Robisch,930,16.7,0.527,0.002,0.376,8.5,18.7,13.5,9.8,0.9,1.1,9.8,18.5,39.4,24.8,64.2,0.135,1.0,-0.5,0.5,11.3,1751
Red Rocha,586,13.4,0.441,,0.387,,,,,,,,,28.0,19.9,47.9,0.109,,,,,1752
John Roche,479,12.6,0.537,0.118,0.296,1.4,4.4,2.9,20.3,1.4,0.3,16.4,18.5,14.8,5.0,19.8,0.075,0.3,-1.1,-0.8,2.2,1753
Guy Rodgers,892,13.6,0.426,,0.275,,,,35.6,,,,,-5.3,38.6,33.3,0.056,,,,,1754
Dennis Rodman,911,14.6,0.546,0.067,0.345,17.2,29.6,23.4,7.6,1.1,1.2,19.5,11.4,35.4,54.5,89.8,0.15,0.4,0.5,0.9,21.0,1755
Sergio Rodríguez,353,12.4,0.495,0.363,0.158,2.7,9.0,5.8,35.4,2.1,0.2,21.8,19.4,0.6,3.7,4.3,0.039,-0.8,-1.1,-2.0,0.1,1756
Carlos Rogers,298,15.4,0.56,0.075,0.416,10.1,15.6,12.9,5.3,1.2,3.0,13.1,17.6,7.0,4.1,11.1,0.095,-0.2,-0.8,-1.0,1.5,1757
Rodney Rogers,866,14.4,0.527,0.248,0.283,6.7,13.8,10.2,13.4,2.1,1.5,15.4,21.7,13.6,25.2,38.8,0.085,-0.4,0.2,-0.3,9.7,1758
Kenny Rollins,168,7.9,0.354,,0.208,,,,,,,,,-0.9,5.1,4.2,0.011,,,,,1759
Tree Rollins,1156,13.6,0.555,0.001,0.307,9.8,21.2,15.5,3.8,1.0,6.2,15.8,11.6,21.7,42.1,63.9,0.128,-1.4,2.5,1.1,18.8,1760
Lorenzo Romar,291,13.0,0.505,0.058,0.234,1.4,6.8,4.1,25.7,2.2,0.3,17.0,16.0,4.4,3.7,8.0,0.074,-0.5,-0.1,-0.6,1.8,1761
Rajon Rondo,957,15.8,0.501,0.163,0.214,3.8,13.5,8.7,40.6,2.7,0.4,21.7,18.9,19.9,41.9,61.8,0.104,0.3,1.0,1.2,23.2,1762
Sean Rooks,749,12.0,0.518,0.006,0.482,7.8,16.6,12.1,7.4,1.0,2.6,15.1,17.3,6.8,9.4,16.2,0.057,-2.4,-0.6,-2.9,-3.1,1763
Derrick Rose,723,18.0,0.527,0.173,0.238,2.8,8.8,5.9,30.4,1.2,0.9,12.8,27.6,26.7,17.9,44.6,0.097,2.3,-1.1,1.2,18.2,1764
Jalen Rose,923,15.3,0.53,0.192,0.316,2.1,11.0,6.6,22.4,1.4,0.8,14.4,23.9,27.4,19.8,47.2,0.081,0.6,-0.8,-0.2,12.3,1765
Malik Rose,813,13.4,0.507,0.019,0.461,10.3,18.5,14.5,8.5,1.9,1.6,17.7,20.7,4.3,22.2,26.5,0.095,-2.7,0.5,-2.1,-0.4,1766
Quinton Ross,458,7.8,0.466,0.084,0.22,3.8,9.4,6.6,8.0,1.6,1.2,9.8,12.1,0.7,7.0,7.7,0.043,-3.5,0.6,-2.9,-2.0,1767
Terrence Ross,733,12.4,0.538,0.522,0.142,1.6,11.3,6.4,8.2,1.6,1.1,8.6,20.1,9.3,15.7,25.0,0.067,-0.5,-0.5,-1.0,4.5,1768
Dan Roundfield,813,17.9,0.538,0.007,0.417,11.1,22.1,16.5,10.3,1.4,2.7,15.7,21.5,30.1,36.4,66.5,0.132,0.8,0.4,1.2,19.7,1769
Curtis Rowe,590,12.9,0.519,,0.3,7.5,15.6,11.8,7.0,0.7,0.8,19.2,15.6,20.9,13.2,34.1,0.09,-0.2,-0.8,-1.0,3.2,1770
Brandon Roy,326,20.0,0.548,0.191,0.352,3.6,11.1,7.3,23.9,1.6,0.5,9.6,25.3,28.6,8.8,37.4,0.155,3.7,-0.1,3.6,16.3,1771
Donald Royal,504,12.8,0.577,0.007,0.787,7.7,11.7,9.7,8.3,1.5,0.8,16.5,16.9,11.9,7.2,19.1,0.109,-1.2,-0.4,-1.6,0.9,1772
Terry Rozier,665,14.7,0.534,0.467,0.175,2.6,13.0,7.7,19.8,1.6,0.8,9.4,22.6,13.8,16.8,30.6,0.08,0.6,-0.4,0.2,10.1,1773
Ricky Rubio,698,15.4,0.511,0.309,0.372,2.3,13.1,7.7,36.4,2.9,0.4,19.3,19.4,18.2,24.1,42.3,0.098,-0.3,0.9,0.5,13.3,1774
Michael Ruffin,414,8.5,0.433,0.005,0.688,13.9,18.3,16.0,6.3,1.8,2.5,24.8,8.4,0.5,6.3,6.8,0.055,-3.6,0.3,-3.3,-2.0,1775
Paul Ruffner,133,13.6,0.505,0.0,0.286,10.3,18.2,14.2,6.2,1.1,1.2,13.7,17.3,0.8,0.1,1.0,0.036,-4.0,-0.7,-4.7,-0.1,1776
Jeff Ruland,332,18.7,0.615,0.005,0.578,10.9,23.2,17.0,13.8,1.1,1.4,20.6,22.3,16.3,18.0,34.3,0.149,1.2,0.9,2.1,11.5,1777
Bob Rule,403,16.6,0.503,,0.351,7.6,11.9,10.9,7.3,1.0,1.0,,,14.9,7.8,22.7,0.092,-2.4,-0.7,-3.1,-0.2,1778
Brandon Rush,481,9.9,0.534,0.454,0.143,2.0,12.8,7.4,6.6,1.1,1.9,11.6,14.4,3.2,8.0,11.2,0.051,-1.1,-0.3,-1.4,1.6,1779
Kareem Rush,346,9.2,0.482,0.368,0.112,1.9,9.1,5.4,9.6,1.3,0.9,11.5,19.3,-2.0,3.6,1.7,0.013,-2.1,-1.1,-3.2,-1.8,1780
Bill Russell,963,18.9,0.471,,0.434,,,,14.9,,,,,29.9,133.6,163.5,0.193,,,,,1781
Bryon Russell,841,12.6,0.545,0.352,0.362,4.7,12.9,8.9,8.6,2.4,0.8,12.0,16.1,23.8,23.6,47.4,0.115,-0.3,0.7,0.4,11.8,1782
Campy Russell,566,16.3,0.52,0.013,0.372,5.5,11.8,8.6,14.5,1.7,0.4,14.9,23.0,21.4,14.4,35.8,0.103,0.9,-0.6,0.3,9.8,1783
Cazzie Russell,817,15.8,0.506,,0.22,4.0,7.6,6.3,12.1,1.3,0.2,9.6,18.6,33.0,18.6,51.7,0.112,1.0,-1.5,-0.5,3.3,1784
D'Angelo Russell,629,16.2,0.545,0.472,0.203,1.7,10.6,6.1,30.9,1.7,1.0,14.2,26.5,13.5,13.0,26.5,0.068,1.8,-1.2,0.6,12.4,1785
Walker Russell,155,7.5,0.454,0.083,0.274,3.0,8.3,5.7,25.3,1.5,0.3,28.2,16.1,-2.1,1.4,-0.7,-0.02,-3.6,-0.8,-4.3,-1.1,1786
Arvydas Sabonis,470,21.2,0.574,0.1,0.406,7.8,27.0,17.7,15.0,1.7,3.2,14.6,22.9,24.0,23.3,47.3,0.2,2.0,2.4,4.4,18.4,1787
Domantas Sabonis,646,20.5,0.616,0.123,0.369,9.8,28.7,19.3,23.7,1.2,1.3,16.4,21.9,44.6,25.2,69.9,0.169,2.2,1.2,3.4,27.2,1788
Kenny Sailors,276,,0.394,,0.357,,,,,,,,,16.7,0.4,17.1,,,,,,1789
John Salley,748,12.8,0.567,0.004,0.562,8.5,14.5,11.5,7.8,1.4,3.8,17.1,14.5,17.2,24.3,41.5,0.121,-1.6,2.2,0.5,10.5,1790
John Salmons,895,12.1,0.529,0.285,0.278,2.1,10.7,6.4,14.9,1.7,0.8,13.1,17.2,16.9,17.0,33.9,0.069,-0.9,0.0,-0.9,6.7,1791
Luka Šamanić,86,9.5,0.504,0.435,0.304,4.6,20.1,12.4,8.3,1.0,1.8,13.6,20.3,-0.7,0.7,0.0,0.001,-4.2,-1.4,-5.6,-0.8,1792
JaKarr Sampson,236,10.5,0.531,0.236,0.301,4.7,15.0,9.7,7.4,1.3,2.6,13.9,16.6,0.4,3.1,3.5,0.048,-3.7,-0.2,-4.0,-1.8,1793
Jamal Sampson,72,13.0,0.516,0.009,0.62,14.1,30.1,21.8,6.1,0.7,3.8,19.4,12.0,0.5,0.9,1.4,0.106,-2.7,0.4,-2.3,-0.1,1794
Ralph Sampson,456,16.0,0.518,0.01,0.297,9.3,22.7,16.0,10.8,1.3,3.1,16.7,23.8,0.4,19.7,20.1,0.071,-1.1,0.5,-0.6,5.0,1795
Larry Sanders,238,15.4,0.494,0.004,0.236,11.1,21.4,16.1,6.0,1.7,7.1,12.7,17.0,1.8,8.5,10.3,0.107,-2.8,1.8,-1.1,1.1,1796
Mike Sanders,648,11.9,0.52,0.019,0.234,6.5,11.1,8.9,10.1,1.8,1.0,12.8,19.1,6.4,11.5,17.9,0.069,-2.0,-0.3,-2.3,-0.9,1797
Tom Sanders,916,11.9,0.482,,0.315,,,9.6,6.4,,,,,14.6,41.9,56.5,0.122,,,,,1798
Daniel Santiago,122,9.3,0.525,0.0,0.497,6.0,14.9,10.4,4.2,1.4,2.4,17.6,15.3,0.3,1.6,1.9,0.064,-4.3,0.7,-3.6,-0.6,1799
Dario Šarić,493,14.0,0.562,0.43,0.239,6.7,19.1,12.9,12.4,1.2,0.7,13.7,20.3,9.7,11.2,20.9,0.091,-0.2,-0.6,-0.8,3.5,1800
Tomáš Satoranský,388,13.3,0.564,0.314,0.255,4.0,10.5,7.2,25.3,1.7,0.6,17.8,14.4,11.7,6.2,17.9,0.1,-0.9,0.0,-0.9,2.4,1801
Pep Saul,384,10.5,0.427,,0.368,,,,,,,,,4.7,8.0,12.7,0.082,,,,,1802
Woody Sauldsberry,462,8.9,0.369,,0.144,,,,3.7,,,,,-24.2,13.5,-10.7,-0.04,,,,,1803
Don Savage,17,7.2,0.349,,0.565,,,,,,,,,-0.3,0.2,-0.1,-0.029,,,,,1804
Brian Scalabrine,520,7.7,0.485,0.346,0.198,4.8,13.2,9.1,10.1,1.2,1.4,17.2,13.5,-0.9,8.5,7.6,0.054,-3.2,0.4,-2.7,-1.2,1805
Fred Schaus,334,14.8,0.446,,0.438,,,,,,,,,17.6,13.8,31.4,0.105,,,,,1806
Danny Schayes,1138,13.4,0.566,0.005,0.556,8.7,19.5,14.0,7.8,1.2,2.2,16.9,17.0,24.2,24.6,48.8,0.107,-2.1,0.0,-2.0,-0.1,1807
Dolph Schayes,996,22.1,0.488,,0.512,,,,,,,,,86.2,56.1,142.4,0.192,,,,,1808
Steve Scheffler,174,13.5,0.617,0.023,0.535,10.2,12.6,11.4,4.0,1.6,0.6,11.3,14.2,2.0,1.0,2.9,0.153,-1.2,-0.7,-1.9,0.0,1809
Dwayne Schintzius,217,9.4,0.429,0.013,0.183,9.6,20.8,15.3,7.2,0.8,3.9,14.8,17.8,-1.8,2.7,1.0,0.024,-5.2,0.2,-5.0,-1.5,1810
Dale Schlueter,586,13.7,0.545,,0.485,8.7,19.2,14.5,12.4,1.1,1.7,35.8,15.2,12.0,8.9,20.8,0.104,-2.1,1.1,-1.0,0.7,1811
Dick Schnittker,364,13.9,0.492,,0.579,,,,,,,,,15.5,6.5,22.0,0.132,,,,,1812
Russ Schoene,290,11.1,0.485,0.13,0.174,8.7,14.1,11.4,6.8,1.6,1.2,12.9,19.8,1.1,3.4,4.5,0.061,-2.5,-0.9,-3.4,-1.3,1813
Admiral Schofield,131,7.9,0.542,0.623,0.149,4.0,13.3,8.6,8.0,0.7,0.9,11.1,13.8,0.4,0.8,1.2,0.043,-3.6,-1.0,-4.6,-0.9,1814
Detlef Schrempf,1136,17.2,0.586,0.112,0.508,6.5,17.2,12.0,17.2,1.3,0.6,14.4,20.3,76.4,33.1,109.5,0.156,1.9,-0.1,1.8,32.4,1815
Dennis Schröder,842,14.1,0.531,0.312,0.251,1.7,9.9,5.8,28.1,1.5,0.5,14.6,24.4,12.0,20.7,32.7,0.068,-0.6,-0.9,-1.5,3.0,1816
Luis Scola,743,16.3,0.535,0.036,0.264,8.0,21.5,14.8,11.0,1.3,0.9,11.9,22.3,21.0,24.6,45.7,0.115,-0.6,-0.1,-0.7,6.4,1817
Fred Scolari,534,13.3,0.396,,0.322,,,,,,,,,16.4,17.1,33.5,0.055,,,,,1818
Alvin Scott,627,11.3,0.536,0.008,0.415,6.8,13.3,10.1,9.7,1.7,1.9,17.6,12.8,7.7,15.3,23.0,0.102,-1.0,1.2,0.2,5.9,1819
Byron Scott,1073,15.5,0.556,0.171,0.243,2.7,8.5,5.7,13.4,2.0,0.6,10.5,21.3,46.7,28.5,75.2,0.12,0.7,0.1,0.8,21.0,1820
Charlie Scott,717,15.8,0.495,0.014,0.269,3.2,7.3,5.4,20.4,1.7,0.5,14.9,24.6,21.3,20.1,41.4,0.078,-0.9,-0.5,-1.5,2.1,1821
Dennis Scott,629,13.4,0.53,0.43,0.17,2.3,8.9,5.6,11.4,1.5,0.7,9.1,20.4,21.6,11.8,33.4,0.089,0.9,-0.7,0.2,9.9,1822
Mike Scott,555,12.3,0.552,0.431,0.156,4.7,16.1,10.5,8.3,1.0,0.7,9.5,18.1,7.9,8.9,16.8,0.088,-0.8,-0.9,-1.7,0.6,1823
Ray Scott,811,15.9,0.463,0.0,0.332,7.6,19.3,15.7,10.2,,,11.5,25.0,5.9,28.8,34.7,0.07,,,,,1824
Shawnelle Scott,105,13.1,0.474,0.0,0.423,18.9,23.2,21.1,5.2,1.2,2.7,15.3,17.1,0.3,1.0,1.3,0.101,-3.1,-0.7,-3.8,-0.3,1825
Bruce Seals,348,11.5,0.46,0.031,0.254,6.6,13.8,10.1,6.8,1.4,1.5,12.7,21.6,0.3,7.5,7.8,0.05,-2.5,-0.6,-3.0,-2.0,1826
Malik Sealy,493,13.6,0.5,0.124,0.301,4.9,11.0,7.9,11.3,2.3,1.0,12.1,21.4,6.4,10.7,17.1,0.07,-1.2,0.0,-1.2,2.2,1827
Kenny Sears,529,18.5,0.548,,0.542,,,,,,,,,46.6,9.2,55.8,0.179,,,,,1828
Thabo Sefolosha,869,11.4,0.536,0.344,0.208,3.8,15.2,9.6,9.2,2.5,1.5,14.0,12.7,10.8,28.5,39.3,0.099,-1.4,2.0,0.6,12.4,1829
Rony Seikaly,678,15.7,0.538,0.004,0.525,11.1,23.2,17.0,6.5,1.1,2.7,17.1,22.3,11.2,26.1,37.3,0.084,-1.2,-0.7,-1.9,0.6,1830
Wayne Selden,127,9.1,0.513,0.4,0.217,2.5,9.4,5.9,12.3,1.2,0.7,14.0,19.3,-1.0,1.1,0.2,0.003,-3.0,-1.7,-4.7,-1.7,1831
Brad Sellers,398,11.1,0.498,0.013,0.251,6.9,10.2,8.6,8.6,1.0,2.1,11.7,17.1,3.7,6.2,9.8,0.066,-1.7,-0.6,-2.2,-0.4,1832
Frank Selvy,565,12.8,0.46,,0.408,,,,,,,,,11.1,12.7,23.8,0.077,,,,,1833
George Senesky,482,10.4,0.372,,0.312,,,,,,,,,5.3,16.6,21.8,0.033,,,,,1834
Kevin Séraphin,423,12.1,0.509,0.003,0.15,8.8,16.8,12.8,6.5,0.7,3.7,15.4,20.5,-1.4,7.3,5.9,0.044,-3.9,-0.4,-4.3,-3.6,1835
Ramon Sessions,691,15.9,0.531,0.119,0.484,2.4,10.8,6.5,28.8,1.5,0.3,14.9,22.0,20.5,8.3,28.8,0.086,0.3,-1.0,-0.7,5.2,1836
Collin Sexton,407,16.2,0.572,0.267,0.298,3.2,7.2,5.2,20.5,1.3,0.4,12.4,26.9,14.1,1.7,15.8,0.062,0.9,-2.2,-1.4,1.9,1837
Paul Seymour,622,13.9,0.429,,0.381,,,,,,,,,14.7,22.8,37.5,0.103,,,,,1838
Charles Shackleford,303,13.1,0.508,0.003,0.242,11.7,23.3,17.5,5.7,1.3,2.0,14.7,17.2,1.8,5.4,7.3,0.076,-2.5,-0.5,-3.0,-1.2,1839
Landry Shamet,398,10.1,0.574,0.695,0.165,1.2,7.2,4.3,9.5,1.1,0.6,8.4,16.0,7.5,5.6,13.1,0.075,-1.2,-0.8,-2.0,0.0,1840
Chuck Share,596,17.7,0.488,,0.667,,,,,,,,,24.1,17.9,42.0,0.155,,,,,1841
Bill Sharman,711,18.3,0.497,,0.318,,,,,,,,,61.4,21.3,82.8,0.178,,,,,1842
Brian Shaw,943,11.7,0.471,0.221,0.187,4.1,12.4,8.3,25.8,1.8,0.8,19.3,17.3,3.5,20.3,23.8,0.053,-1.1,0.1,-1.0,5.3,1843
Lonnie Shelton,673,14.2,0.524,0.004,0.237,8.2,15.5,11.9,11.1,1.9,1.6,16.0,19.5,11.8,25.6,37.5,0.097,-1.0,0.7,-0.3,7.9,1844
Purvis Short,842,16.9,0.525,0.035,0.254,6.1,10.1,8.0,13.3,1.7,0.4,11.0,25.3,35.6,15.5,51.1,0.1,1.0,-1.0,0.0,12.1,1845
Gene Shue,699,13.7,0.465,,0.349,,,,,,,,,23.5,15.4,38.9,0.08,,,,,1846
John Shumate,318,15.9,0.578,0.0,0.584,7.0,20.1,13.6,8.6,1.6,1.2,18.1,16.8,14.6,9.9,24.5,0.128,0.8,0.2,1.0,6.9,1847
Iman Shumpert,461,9.7,0.496,0.463,0.159,3.2,12.0,7.6,11.0,2.3,0.9,13.7,15.2,1.5,11.4,12.9,0.054,-2.4,0.7,-1.7,0.9,1848
Pascal Siakam,629,18.5,0.577,0.235,0.297,5.3,18.3,11.7,18.1,1.4,1.7,10.3,23.9,32.8,22.7,55.5,0.136,1.7,0.2,2.0,19.6,1849
Jerry Sichting,598,11.7,0.546,0.05,0.17,1.7,5.3,3.5,20.4,1.6,0.1,14.8,14.2,13.1,8.1,21.2,0.08,-1.1,-0.4,-1.6,1.4,1850
Larry Siegfried,550,13.7,0.488,,0.371,,,5.0,18.7,,,,,12.2,20.9,33.1,0.116,,,,,1851
Jack Sikma,1107,17.3,0.54,0.045,0.366,7.6,24.8,16.2,13.7,1.5,1.6,13.9,20.6,51.8,60.7,112.5,0.146,0.9,1.1,2.0,37.0,1852
James Silas,685,16.9,0.576,0.002,0.467,2.8,7.8,5.3,17.9,1.6,0.3,14.4,21.6,47.2,13.1,60.3,0.142,1.5,-0.7,0.8,12.6,1853
Paul Silas,1254,13.9,0.489,0.0,0.477,13.2,20.6,16.6,9.4,1.0,0.5,19.3,11.7,28.2,51.7,79.9,0.11,-0.5,-0.1,-0.6,5.6,1854
Xavier Silas,4,-0.7,0.285,0.444,0.167,7.2,7.2,7.2,9.7,1.1,0.0,13.4,22.6,-0.2,0.0,-0.1,-0.149,-10.6,-3.1,-13.7,-0.1,1855
Ben Simmons,383,18.4,0.576,0.01,0.392,6.0,19.8,13.0,34.4,2.3,1.8,20.9,19.8,16.8,18.6,35.4,0.143,0.9,2.1,3.0,15.0,1856
Bobby Simmons,466,12.9,0.533,0.269,0.243,5.7,12.7,9.2,10.3,1.8,0.6,11.7,17.7,12.4,7.7,20.1,0.084,-0.4,-0.4,-0.7,3.6,1857
Connie Simmons,598,15.8,0.408,,0.356,,,,,,,,,16.5,12.8,29.3,0.081,,,,,1858
Kobi Simmons,42,8.3,0.485,0.241,0.125,2.4,7.1,4.7,17.4,1.6,1.1,16.8,16.5,-0.4,0.3,0.0,-0.002,-4.4,-1.7,-6.1,-0.8,1859
Lionel Simmons,454,14.7,0.492,0.027,0.327,6.5,17.1,11.7,17.3,1.9,1.7,14.2,21.8,2.8,14.1,16.9,0.06,-0.3,0.3,0.0,6.7,1860
Walt Simon,541,14.8,0.5,0.02,0.279,5.2,11.6,8.8,15.0,1.4,0.6,13.3,19.7,12.3,15.3,27.6,0.094,-0.7,0.7,0.1,0.6,1861
Anfernee Simons,389,13.9,0.564,0.529,0.173,1.4,9.1,5.1,19.5,0.9,0.4,10.8,23.7,10.3,2.5,12.8,0.059,1.0,-2.1,-1.1,2.2,1862
Dickey Simpkins,327,9.5,0.494,0.008,0.57,9.3,17.5,13.3,9.5,0.9,0.9,20.7,15.5,-0.7,5.4,4.7,0.044,-3.8,-0.7,-4.5,-3.3,1863
Ralph Simpson,705,16.1,0.495,0.016,0.268,4.5,8.9,6.6,17.2,2.2,0.3,14.4,26.8,9.8,19.3,29.0,0.071,-0.1,-0.5,-0.6,4.2,1864
Bob Sims,67,9.0,0.434,0.0,0.446,,,2.3,14.3,,,0.0,18.3,-0.1,0.5,0.4,0.014,,,,,1865
Kyle Singler,356,9.5,0.527,0.41,0.215,4.4,10.3,7.3,5.2,1.3,1.1,11.2,14.0,5.8,4.3,10.0,0.062,-2.0,-0.5,-2.5,-0.9,1866
James Singleton,243,14.0,0.538,0.153,0.299,11.5,20.7,16.2,5.2,1.6,2.7,13.6,14.4,3.6,4.5,8.1,0.12,-1.4,0.4,-1.0,0.8,1867
Scott Skiles,600,14.4,0.552,0.263,0.331,1.8,8.3,5.0,33.3,1.5,0.1,19.9,18.8,22.3,8.1,30.4,0.087,0.9,-1.3,-0.4,6.7,1868
Al Skinner,337,13.8,0.518,0.004,0.369,4.6,10.6,7.5,17.9,2.0,1.0,19.4,18.4,4.9,8.3,13.2,0.087,-1.1,0.6,-0.5,2.7,1869
Brian Skinner,608,12.0,0.514,0.002,0.355,9.7,20.3,15.0,4.1,1.2,3.5,15.7,13.8,4.7,11.2,15.8,0.07,-2.5,0.0,-2.5,-1.5,1870
Whitey Skoog,341,11.0,0.429,,0.197,,,,,,,,,3.8,10.5,14.3,0.075,,,,,1871
Reggie Slater,259,13.7,0.537,0.002,0.684,10.7,14.3,12.5,6.8,1.4,1.1,15.3,20.2,3.7,1.7,5.3,0.073,-2.0,-2.0,-4.0,-1.8,1872
Donald Sloan,218,11.9,0.491,0.288,0.233,1.6,12.1,6.8,27.1,1.1,0.2,16.0,17.3,1.9,2.1,4.0,0.051,-1.2,-1.0,-2.1,-0.1,1873
