name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Walter McCarty,593,10.1,0.501,0.473,0.214,4.4,12.9,8.6,10.3,1.9,1.3,14.6,15.4,3.5,10.3,13.8,0.064,-1.8,0.1,-1.7,0.8,1332
Amal McCaskill,114,7.7,0.416,0.014,0.321,9.2,16.5,12.9,6.1,1.3,2.8,17.5,14.3,-0.8,1.3,0.5,0.024,-5.1,0.3,-4.7,-0.7,1333
Patrick McCaw,199,7.8,0.511,0.434,0.154,2.2,7.9,5.2,10.2,2.0,0.7,14.2,11.1,0.6,3.8,4.4,0.062,-3.6,0.8,-2.8,-0.6,1334
Ted McClain,555,12.5,0.501,0.03,0.299,3.9,9.1,6.5,19.5,3.2,0.4,20.5,18.3,4.3,16.9,21.2,0.08,-1.9,1.8,-0.1,4.8,1335
George McCloud,766,12.7,0.515,0.419,0.215,4.1,10.9,7.5,15.7,1.7,0.8,13.7,19.4,13.7,10.8,24.6,0.068,-0.2,-0.6,-0.8,5.3,1336
CJ McCollum,787,17.3,0.555,0.386,0.163,2.2,10.2,6.2,19.6,1.4,1.1,9.3,26.2,35.4,16.6,52.0,0.099,2.3,-1.1,1.2,20.5,1337
T.J. McConnell,706,15.7,0.551,0.107,0.113,2.8,12.2,7.5,34.3,2.7,0.7,18.7,17.3,15.9,16.1,32.0,0.103,-0.5,0.9,0.3,8.8,1338
Tim McCormick,483,12.8,0.579,0.006,0.46,8.5,17.6,13.1,6.9,0.7,1.1,15.1,16.5,12.3,9.2,21.5,0.099,-1.2,-0.7,-2.0,0.0,1339
Jelani McCoy,260,12.6,0.541,0.0,0.388,8.3,19.2,13.6,5.7,1.0,3.6,18.1,16.0,1.5,3.6,5.1,0.064,-2.9,0.0,-2.9,-0.9,1340
Paul McCracken,37,11.0,0.485,,0.407,5.5,12.0,8.1,10.1,2.2,0.0,,,0.2,0.3,0.5,0.06,-3.6,0.1,-3.6,-0.1,1341
Rodney McCray,768,14.4,0.556,0.031,0.361,7.2,15.2,11.2,15.1,1.1,1.1,14.9,15.8,32.7,23.3,56.0,0.108,0.7,0.3,1.0,19.1,1342
Xavier McDaniel,870,16.1,0.522,0.024,0.261,9.2,14.7,11.9,11.0,1.5,1.0,12.7,24.5,23.9,24.0,47.8,0.091,0.4,-0.9,-0.5,9.6,1343
Jaden McDaniels,366,11.1,0.573,0.412,0.151,4.3,11.8,8.1,7.5,1.5,2.6,11.2,15.3,5.8,12.1,17.9,0.082,-2.4,0.6,-1.8,0.5,1344
Jalen McDaniels,252,11.0,0.545,0.382,0.232,4.2,15.8,9.9,9.0,1.8,1.7,12.1,16.7,0.9,4.3,5.3,0.056,-3.1,-0.1,-3.3,-1.5,1345
Jim McDaniels,271,16.8,0.498,0.0,0.229,9.8,22.8,15.9,7.9,0.6,2.4,12.1,24.3,3.9,5.1,9.1,0.083,-2.9,-0.5,-3.4,-0.6,1346
Doug McDermott,697,11.6,0.592,0.501,0.135,2.1,9.6,5.8,7.1,0.5,0.4,7.9,17.5,15.3,6.2,21.5,0.076,-0.4,-1.7,-2.1,-0.5,1347
Hank McDowell,206,10.0,0.503,0.014,0.394,11.1,16.7,13.9,6.7,0.9,0.9,18.0,15.7,0.6,1.4,2.0,0.052,-2.6,-1.0,-3.6,-0.8,1348
Antonio McDyess,1015,17.2,0.529,0.006,0.313,10.2,21.2,15.7,8.1,1.5,2.8,12.3,21.4,31.5,38.3,69.8,0.119,-0.3,0.2,-0.1,13.2,1349
Jim McElroy,418,12.9,0.518,0.01,0.315,2.4,5.6,4.0,20.1,1.7,0.6,17.4,19.4,7.7,6.3,14.0,0.066,-0.7,-0.5,-1.1,2.2,1350
JaVale McGee,909,19.6,0.593,0.015,0.318,12.4,22.3,17.3,4.2,1.2,6.9,13.3,20.0,21.0,22.7,43.7,0.143,-0.7,0.6,0.0,7.3,1351
Mike McGee,520,14.0,0.535,0.202,0.191,6.8,6.7,6.7,9.9,1.9,0.3,11.9,23.1,8.0,7.1,15.1,0.078,-0.2,-1.0,-1.3,1.7,1352
Billy McGill,295,19.0,0.549,0.0,0.32,,,11.7,9.4,,,15.4,21.7,13.9,3.0,16.9,0.159,,,,,1353
George McGinnis,842,20.0,0.509,0.022,0.45,11.0,21.3,16.1,16.3,2.5,0.8,17.3,27.3,28.5,46.1,74.6,0.127,1.6,0.5,2.1,23.5,1354
Jon McGlocklin,792,13.6,0.522,,0.169,1.6,5.1,3.7,14.6,1.2,0.2,,,31.7,15.4,47.1,0.108,-0.7,-0.8,-1.5,0.5,1355
Tracy McGrady,938,22.1,0.519,0.207,0.338,4.7,15.0,9.8,26.3,2.0,1.9,10.3,29.3,60.9,36.4,97.3,0.152,4.7,0.5,5.2,55.7,1356
Rodney McGruder,317,9.6,0.528,0.515,0.149,4.4,11.2,7.8,8.8,1.3,0.7,9.9,13.5,3.6,5.4,9.0,0.07,-1.9,-0.1,-2.0,0.1,1357
Dick McGuire,738,15.6,0.455,,0.539,,,,,,,,,29.6,21.2,50.9,0.115,,,,,1358
Dominic McGuire,342,9.8,0.454,0.017,0.262,7.4,18.4,12.8,11.5,1.5,2.8,19.0,11.0,-0.1,4.2,4.1,0.037,-2.7,0.6,-2.1,-0.1,1359
Kevin McHale,971,20.0,0.605,0.013,0.369,9.2,16.9,13.2,8.1,0.6,3.2,11.7,22.4,76.0,37.1,113.0,0.18,2.4,0.1,2.5,34.3,1360
Jim McIlvaine,401,10.0,0.475,0.011,0.43,9.4,15.2,12.3,2.6,1.2,8.8,17.0,10.4,0.5,9.0,9.4,0.076,-4.6,2.4,-2.2,-0.3,1361
Jeff McInnis,576,12.6,0.493,0.183,0.176,1.8,6.7,4.2,26.3,1.2,0.1,12.6,18.0,17.4,5.6,23.1,0.07,-0.8,-1.3,-2.1,-0.3,1362
Kevin McKenna,243,10.5,0.499,0.233,0.224,3.3,7.0,5.1,13.7,2.5,0.4,13.4,18.1,0.8,3.2,4.0,0.056,-2.6,0.4,-2.2,-0.2,1363
Stan McKenzie,396,13.2,0.52,,0.44,2.9,12.3,6.3,11.1,1.2,0.0,,,11.1,3.4,14.5,0.093,-4.7,-0.5,-5.2,-0.1,1364
Derrick McKey,937,13.9,0.551,0.08,0.358,6.5,12.3,9.4,12.4,2.0,1.5,15.5,17.5,31.3,30.6,61.8,0.109,0.1,0.9,1.0,20.4,1365
Aaron McKie,793,12.8,0.514,0.214,0.236,2.9,12.7,7.8,18.2,2.5,0.7,15.6,15.9,13.8,26.2,40.0,0.1,-1.1,1.7,0.7,12.9,1366
Billy McKinney,476,13.7,0.541,0.015,0.275,1.5,6.3,3.9,23.3,1.7,0.2,15.3,17.5,11.9,3.7,15.6,0.082,-0.3,-0.9,-1.2,1.7,1367
Bones McKinney,318,9.5,0.35,,0.258,,,,,,,,,1.5,13.9,15.4,0.001,,,,,1368
Alfonzo McKinnie,182,10.4,0.544,0.42,0.176,8.1,15.1,11.7,3.6,1.2,1.1,9.7,14.9,1.4,1.8,3.1,0.071,-2.9,-1.3,-4.2,-1.2,1369
Jordan McLaughlin,288,13.5,0.555,0.475,0.17,2.4,8.9,5.6,26.7,2.7,0.7,15.1,13.0,5.6,4.0,9.6,0.114,-0.8,0.9,0.1,2.2,1370
Ben McLemore,556,9.8,0.543,0.56,0.183,2.0,9.3,5.6,6.9,1.4,0.7,11.6,18.1,3.4,5.6,9.0,0.035,-1.9,-1.1,-3.1,-3.4,1371
McCoy McLemore,580,12.2,0.454,,0.324,,,12.3,8.3,,,,,-0.6,10.1,9.5,0.037,,,,,1372
Jack McMahon,524,9.6,0.386,,0.33,,,,,,,,,-7.1,13.3,6.2,0.021,,,,,1373
Nate McMillan,796,14.5,0.508,0.21,0.286,5.1,13.2,9.1,30.8,3.7,1.2,24.2,12.5,19.2,31.1,50.2,0.118,0.3,2.9,3.3,27.2,1374
Tom McMillen,729,12.2,0.528,0.005,0.265,7.0,14.6,10.8,7.8,0.6,0.7,12.8,17.9,13.9,13.3,27.2,0.088,-1.2,-0.9,-2.0,-0.1,1375
Jim McMillian,631,13.9,0.525,,0.23,5.4,11.0,8.0,10.2,1.5,0.3,13.6,14.9,29.1,16.9,46.0,0.109,0.9,-0.4,0.4,7.7,1376
Mark McNamara,278,10.8,0.537,0.0,0.661,14.4,19.2,16.9,3.7,0.6,0.8,19.6,16.9,0.7,2.0,2.8,0.049,-2.6,-2.2,-4.7,-2.0,1377
Larry McNeill,297,16.7,0.537,,0.46,9.7,19.7,14.6,6.6,1.6,0.8,13.4,21.4,7.9,5.6,13.4,0.127,-0.2,-0.7,-0.9,1.5,1378
Jordan McRae,123,13.2,0.519,0.323,0.285,2.2,12.6,7.3,14.9,1.3,1.5,9.6,22.7,0.8,0.9,1.7,0.048,-0.8,-1.3,-2.1,0.0,1379
Josh McRoberts,433,13.2,0.539,0.292,0.222,6.4,16.5,11.4,16.8,1.4,1.8,15.0,13.9,9.1,9.3,18.5,0.107,-0.7,1.0,0.3,4.7,1380
Stanislav Medvedenko,263,13.3,0.484,0.01,0.214,11.2,13.9,12.5,6.9,1.4,0.9,10.0,21.4,3.0,3.1,6.0,0.086,-2.4,-1.6,-4.0,-1.7,1381
Jodie Meeks,539,12.8,0.565,0.524,0.253,1.4,9.0,5.1,7.4,1.7,0.2,8.5,17.8,15.4,8.9,24.3,0.096,-0.3,-0.3,-0.6,4.2,1382
Cliff Meely,318,12.3,0.449,,0.229,6.9,19.6,13.2,8.6,1.4,2.0,,,-2.3,7.0,4.6,0.035,-2.3,-0.6,-2.9,-0.6,1383
Monk Meineke,343,13.5,0.45,,0.466,,,,,,,,,6.6,8.3,14.9,0.105,,,,,1384
Bill Melchionni,646,13.7,0.511,0.026,0.273,1.2,5.5,3.4,26.2,2.1,0.3,17.5,18.3,16.0,12.8,28.8,0.082,-0.9,0.0,-0.9,1.0,1385
De'Anthony Melton,356,13.4,0.534,0.523,0.176,3.6,14.2,8.8,16.7,3.0,1.9,13.9,18.4,2.8,11.4,14.3,0.084,-0.9,1.5,0.6,5.3,1386
Dean Meminger,416,12.1,0.512,,0.411,4.8,6.8,6.4,16.2,1.9,0.3,,,8.8,7.8,16.6,0.093,-0.4,0.1,-0.3,2.6,1387
John Mengelt,636,14.6,0.536,0.001,0.338,2.2,7.6,5.0,15.4,1.6,0.2,13.9,21.0,20.3,7.6,27.9,0.105,-0.5,-0.7,-1.1,2.2,1388
Pops Mensah-Bonsu,61,12.4,0.463,0.013,0.577,19.5,22.3,20.9,3.2,1.4,2.1,17.0,21.4,-0.2,0.6,0.4,0.038,-3.9,-1.9,-5.8,-0.5,1389
Ron Mercer,432,12.5,0.47,0.041,0.182,3.2,8.4,5.7,12.6,1.8,0.6,9.8,23.2,1.2,8.3,9.4,0.034,-1.5,-1.2,-2.7,-2.5,1390
Joe Meriweather,670,12.7,0.55,0.001,0.377,9.3,18.0,13.7,5.4,1.0,2.9,17.6,15.3,12.5,15.1,27.6,0.09,-1.8,0.1,-1.7,1.2,1391
Sam Merrill,173,11.9,0.587,0.866,0.072,2.7,9.8,6.3,11.5,1.4,0.6,6.4,15.7,4.0,2.8,6.8,0.116,0.1,0.0,0.2,1.5,1392
Tom Meschery,778,13.2,0.492,,0.328,,,12.2,7.6,,,,,21.0,22.5,43.6,0.089,,,,,1393
Chimezie Metu,260,14.2,0.575,0.301,0.253,5.5,22.8,14.1,7.9,1.9,2.3,13.1,18.4,1.8,3.9,5.7,0.076,-1.7,0.0,-1.6,0.3,1394
Dave Meyers,281,14.1,0.508,0.002,0.413,7.5,17.5,12.5,11.4,1.7,1.0,16.0,20.6,5.4,8.0,13.4,0.086,-0.5,-0.2,-0.7,2.4,1395
Stan Miasek,365,15.4,0.39,,0.421,,,,,,,,,15.3,15.9,31.2,0.079,,,,,1396
Khris Middleton,776,16.7,0.574,0.358,0.236,2.2,14.4,8.4,19.8,1.9,0.5,12.6,23.5,33.8,24.1,57.9,0.117,0.9,-0.1,0.8,16.6,1397
Chris Mihm,436,13.4,0.509,0.005,0.391,11.4,18.7,15.1,4.2,0.8,3.7,14.3,19.3,5.5,7.9,13.3,0.073,-2.8,-1.1,-3.9,-4.3,1398
Ed Mikan,323,10.7,0.383,,0.3,,,,,,,,,-1.8,7.8,6.0,0.0,,,,,1399
George Mikan,439,27.1,0.483,,0.447,,,,,,,,,70.0,38.7,108.7,0.249,,,,,1400
Vern Mikkelsen,699,18.7,0.478,,0.44,,,,,,,,,48.5,34.9,83.4,0.17,,,,,1401
C.J. Miles,849,13.1,0.533,0.497,0.192,2.4,10.9,6.7,8.5,1.8,1.2,8.7,21.6,14.1,16.0,30.1,0.084,-0.1,-0.3,-0.4,6.9,1402
Darius Miles,446,13.9,0.498,0.033,0.315,5.7,15.7,10.7,12.6,1.7,3.0,16.5,21.1,-1.8,11.3,9.5,0.039,-1.4,0.4,-1.0,3.0,1403
Eddie Miles,605,13.7,0.483,,0.271,,,4.7,11.2,,,,,13.6,10.8,24.4,0.075,,,,,1404
Darko Miličić,468,12.3,0.481,0.002,0.282,8.4,18.2,13.3,7.7,1.2,5.5,16.4,18.2,-3.8,10.9,7.1,0.04,-3.4,1.0,-2.4,-0.9,1405
Andre Miller,1304,17.4,0.532,0.068,0.38,4.0,9.9,6.9,34.7,2.0,0.4,16.9,20.6,69.5,31.2,100.8,0.12,1.5,-0.2,1.3,33.4,1406
Anthony Miller,181,13.6,0.539,0.021,0.513,13.1,20.5,16.9,6.1,1.9,1.1,16.0,15.3,1.8,2.0,3.8,0.11,-1.9,-0.6,-2.6,-0.2,1407
Brad Miller,868,17.5,0.564,0.085,0.456,8.0,20.9,14.5,16.3,1.3,1.8,13.7,18.4,49.3,27.2,76.5,0.15,1.2,0.6,1.8,23.2,1408
Darius Miller,271,8.7,0.576,0.691,0.149,1.1,8.0,4.6,9.1,1.1,1.0,11.0,12.5,4.4,2.2,6.5,0.059,-2.0,-0.3,-2.3,-0.4,1409
Larry Miller,486,13.4,0.496,0.058,0.393,5.1,6.6,7.6,10.7,1.3,0.2,12.4,18.9,8.4,11.2,19.5,0.063,-1.5,-1.1,-2.7,-0.3,1410
Mike Miller,1032,14.3,0.576,0.447,0.201,2.6,15.7,9.1,15.8,1.1,0.6,14.1,18.2,39.2,21.6,60.7,0.105,1.2,-0.4,0.8,19.8,1411
Oliver Miller,493,15.2,0.557,0.015,0.299,9.5,19.8,14.6,14.2,2.1,4.7,22.1,16.1,5.8,15.2,21.1,0.089,-1.3,1.9,0.6,7.4,1412
