name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
John Amaechi,,294,93,4811,8.9,.464,.008,.462,5.5,12.9,9.2,7.6,1.0,1.5,16.3,21.6,-3.8,4.2,0.5,.005,-4.0,-1.5,-5.5,-4.2,
Al-Farouq Aminu,,711,445,17698,12.2,.517,.352,.263,6.2,20.9,13.6,7.3,2.0,1.8,14.3,15.2,6.8,20.7,27.6,.075,-1.2,0.7,-0.6,6.5,
Lou Amundson,,428,42,5507,12.0,.479,.002,.441,13.6,18.4,16.0,5.2,1.4,4.2,15.5,15.7,0.9,6.1,6.9,.060,-3.3,-0.2,-3.5,-2.1,
Chris Andersen,,695,45,12273,16.7,.581,.027,.650,11.3,22.1,16.7,4.4,1.3,6.3,13.7,13.9,20.2,19.5,39.7,.155,-0.4,1.4,0.9,9.1,
Alan Anderson,,330,66,6793,10.3,.526,.462,.238,2.6,9.7,6.1,8.8,1.4,0.4,11.2,17.6,3.7,3.7,7.4,.052,-1.7,-0.9,-2.5,-0.9,
Derek Anderson,,615,390,17975,15.3,.534,.319,.371,2.9,10.0,6.5,19.6,2.1,0.4,13.2,20.4,28.0,15.9,43.9,.117,0.8,0.2,1.0,13.5,
Greg Anderson,,680,315,14040,13.0,.513,.006,.408,10.9,22.9,16.7,4.0,1.7,2.7,16.1,16.8,1.8,16.9,18.7,.064,-2.6,-0.5,-3.0,-3.7,
James Anderson,,247,83,4320,9.9,.516,.479,.183,2.7,11.7,7.1,10.0,1.4,1.0,13.5,16.0,0.9,2.4,3.3,.037,-1.9,-0.8,-2.7,-0.8,
Justin Anderson,,242,30,3280,12.4,.522,.493,.253,4.7,16.3,10.4,8.4,1.6,2.1,10.3,18.4,1.4,3.5,4.9,.072,-1.4,-0.1,-1.5,0.4,
Kenny Anderson,,858,693,25868,16.4,.501,.166,.298,2.9,8.7,5.7,33.2,2.5,0.3,14.1,21.3,36.4,26.1,62.5,.116,1.1,0.3,1.4,21.9,
Kyle Anderson,,714,308,15324,14.2,.546,.214,.268,4.0,17.9,11.0,17.7,2.2,2.5,13.8,14.7,14.2,25.1,39.4,.123,-0.8,2.5,1.7,14.5,
Nick Anderson,,800,636,24922,15.8,.525,.300,.249,4.6,13.8,9.2,13.3,2.3,1.0,11.0,21.3,27.5,27.8,55.3,.106,1.4,0.5,1.9,24.7,
Richard Anderson,,407,30,6002,12.3,.476,.202,.175,8.0,18.0,12.9,13.1,1.7,0.9,13.2,17.8,2.1,5.5,7.6,.061,-0.8,-0.3,-1.1,1.4,
Ron Anderson,,664,79,15112,14.3,.517,.059,.212,6.3,10.7,8.5,9.6,1.5,0.4,9.7,21.2,14.0,10.2,24.2,.077,-0.1,-1.2,-1.3,2.6,
Ryan Anderson,,649,289,16769,16.5,.561,.534,.209,8.5,14.9,11.7,5.8,1.0,1.0,7.8,20.9,34.3,12.4,46.7,.134,2.6,-1.5,1.0,12.8,
Shandon Anderson,,719,226,15946,11.7,.535,.223,.319,4.5,12.0,8.3,10.2,1.8,0.8,16.1,17.1,9.4,14.2,23.6,.071,-1.4,0.1,-1.3,3.0,
Willie Anderson,,555,432,15974,13.8,.517,.063,.227,3.9,10.6,7.3,19.9,1.8,1.4,15.1,20.3,9.9,18.0,27.9,.084,-0.5,0.6,0.1,8.6,
Giannis Antetokounmpo,,859,794,28234,25.8,.611,.140,.522,6.3,25.9,16.4,26.6,1.7,3.3,13.3,29.8,75.9,44.8,120.8,.205,4.5,2.2,6.7,62.4,
Thanasis Antetokounmpo,,198,11,1520,10.3,.531,.160,.346,9.1,12.0,10.6,9.8,1.7,1.8,19.1,15.5,0.1,1.8,1.9,.059,-4.3,0.1,-4.3,-0.9,
Carmelo Anthony,,1260,1120,43514,19.5,.543,.215,.343,5.2,15.1,10.1,14.4,1.4,1.2,10.5,29.7,70.8,37.8,108.5,.120,2.5,-1.2,1.3,36.7,
Cole Anthony,,320,125,7935,14.1,.533,.373,.262,3.1,16.2,9.6,24.4,1.4,1.6,13.7,23.9,2.1,8.9,11.0,.066,-0.6,0.0,-0.6,2.9,
Greg Anthony,,757,227,15850,14.5,.510,.368,.304,2.0,8.3,5.2,30.0,3.0,0.4,16.2,18.4,15.6,20.3,35.9,.109,0.1,1.2,1.3,13.3,
Joel Anthony,,490,110,7056,9.7,.558,.000,.522,9.6,13.0,11.3,2.0,1.0,6.1,19.2,7.8,5.1,10.2,15.3,.104,-3.3,1.5,-1.8,0.4,
OG Anunoby,,492,418,14854,13.5,.583,.458,.185,4.0,12.0,8.0,8.1,2.1,1.8,10.7,17.6,13.7,17.7,31.4,.101,-0.4,0.6,0.2,8.3,
Tiny Archibald,,876,268,31159,18.0,.543,.007,.456,1.7,5.1,3.4,30.1,1.6,0.2,20.2,18.0,65.4,18.0,83.4,.128,1.6,-1.2,0.4,12.9,
Ryan Arcidiacono,,257,40,3938,9.8,.558,.577,.195,1.4,11.3,6.3,16.9,1.5,0.2,12.7,11.7,3.7,2.4,6.0,.074,-2.8,0.1,-2.8,-0.8,
Jim Ard,,431,,5766,10.6,.447,.009,.324,9.8,21.4,15.7,6.4,0.9,2.0,19.3,18.3,-2.0,6.0,4.0,.034,-3.2,0.4,-2.8,-0.7,
Gilbert Arenas,,552,455,19351,19.6,.547,.348,.405,2.5,10.2,6.3,26.8,2.4,0.5,14.3,27.7,38.3,13.0,51.3,.127,3.1,-0.6,2.6,22.3,
Trevor Ariza,,1118,769,32953,13.1,.535,.467,.240,3.8,14.8,9.3,11.0,2.5,0.9,12.0,16.6,24.9,39.4,64.3,.094,-0.3,1.0,0.6,21.8,
Paul Arizin,,713,,24897,19.8,.506,,.463,,,,,,,,,82.1,26.7,108.8,.183,,,,,
B.J. Armstrong,,747,341,17790,14.5,.555,.172,.231,1.3,7.4,4.3,20.9,1.5,0.2,11.9,18.4,31.7,13.4,45.0,.121,0.4,-0.6,-0.2,8.1,
Darrell Armstrong,,840,337,19915,16.3,.532,.425,.258,3.7,9.3,6.5,28.2,3.0,0.4,17.7,19.7,27.4,22.4,49.8,.120,1.5,0.8,2.3,21.4,
Hilton Armstrong,,292,40,3378,9.9,.529,.010,.456,10.0,16.6,13.2,4.5,1.4,3.3,21.7,14.6,-0.4,4.3,3.9,.055,-4.6,0.5,-4.1,-1.8,
Bob Arnzen,,111,1,952,13.6,.499,.012,.182,7.7,7.7,10.4,5.0,0.7,0.6,10.0,17.1,0.7,0.7,1.4,.073,-2.0,-0.5,-2.4,0.0,
Carlos Arroyo,,569,191,10651,13.4,.511,.124,.292,2.4,8.4,5.4,28.0,1.5,0.2,15.6,19.1,11.4,8.7,20.1,.091,-0.6,-0.5,-1.1,2.4,
Darrell Arthur,,503,106,8945,12.2,.495,.147,.151,7.0,15.9,11.4,7.2,1.8,2.7,11.3,18.5,2.4,10.0,12.3,.066,-2.5,0.3,-2.2,-0.4,
Ömer Aşık,,471,262,9216,13.4,.548,.001,.592,12.8,28.1,20.5,4.5,0.9,2.8,19.3,13.6,7.2,13.6,20.9,.109,-1.9,0.0,-1.9,0.1,
Vincent Askew,,467,27,9361,12.6,.551,.100,.421,5.0,9.5,7.3,15.5,1.6,0.8,14.3,16.1,12.9,9.2,22.1,.113,-0.3,0.3,0.0,4.7,
Keith Askins,,486,80,7983,9.2,.507,.459,.184,7.6,13.1,10.4,7.1,1.8,1.5,15.0,12.0,4.1,10.4,14.5,.087,-2.0,1.2,-0.8,2.5,
Chucky Atkins,,696,325,17304,13.1,.522,.426,.209,1.3,6.6,3.9,23.4,1.4,0.2,13.4,19.8,19.2,8.7,27.9,.077,0.2,-1.3,-1.1,3.7,
Al Attles,,711,,17826,11.3,.489,,.380,,,5.5,20.5,,,,,15.9,20.6,36.5,.098,,,,,
Stacey Augmon,,1001,472,21658,13.7,.524,.012,.404,6.8,10.1,8.5,11.3,2.3,1.1,14.1,18.1,19.6,24.2,43.8,.097,-0.9,0.7,-0.2,9.8,
D.J. Augustin,,976,334,22851,14.0,.558,.455,.319,1.4,7.5,4.4,26.1,1.3,0.1,14.7,19.1,33.2,14.4,47.7,.100,0.5,-1.2,-0.7,7.6,
Isaac Austin,,432,166,8350,13.0,.490,.018,.353,8.6,19.5,14.1,11.3,1.4,1.9,17.3,22.1,-1.9,11.1,9.2,.053,-2.4,0.0,-2.5,-1.0,
Deni Avdija,,359,209,9679,13.1,.569,.397,.318,3.8,21.3,12.6,14.7,1.4,1.4,14.4,18.3,5.3,9.4,14.7,.073,-1.3,0.3,-1.0,2.5,
Anthony Avent,,352,156,6729,8.8,.439,.001,.238,9.5,17.7,13.6,6.2,1.3,2.1,15.7,17.2,-5.8,6.2,0.3,.002,-4.7,-1.1,-5.7,-6.4,
Bird Averitt,,366,,8163,12.5,.459,.052,.279,2.3,6.0,4.2,19.5,1.9,0.4,15.0,27.5,-3.8,7.7,3.9,.023,-1.8,-1.1,-2.9,-1.9,
Dennis Awtrey,,733,50,14159,10.5,.500,.000,.384,7.1,15.5,12.0,13.4,0.8,0.9,27.5,9.4,6.2,16.2,22.4,.076,-1.5,0.4,-1.1,2.2,
Jeff Ayres,,237,15,2322,12.4,.591,.010,.283,9.9,21.0,15.5,6.3,0.8,2.1,18.4,14.1,2.8,3.6,6.3,.131,-2.9,0.6,-2.3,-0.2,
Deandre Ayton,,398,391,12272,20.0,.613,.025,.189,10.9,26.9,18.8,8.6,1.2,2.7,11.4,21.1,21.4,16.2,37.6,.147,1.0,-0.2,0.8,8.7,
Kelenna Azubuike,,208,84,5025,14.3,.557,.294,.271,5.4,12.6,8.9,6.8,1.3,1.5,9.4,18.3,7.1,2.2,9.3,.088,0.6,-1.2,-0.6,1.8,
Luke Babbitt,,381,107,5332,10.1,.546,.615,.104,2.3,15.9,9.0,6.4,0.9,0.9,9.0,15.5,3.9,3.3,7.2,.065,-1.2,-1.0,-2.1,-0.1,
Jim Baechtold,,321,,8256,13.2,.463,,.395,,,,,,,,,10.6,4.2,14.8,.086,,,,,
John Bagley,,665,401,17120,13.0,.488,.088,.231,2.7,8.6,5.6,32.1,2.1,0.2,20.3,18.0,2.8,13.9,16.6,.047,-0.4,-0.5,-0.9,4.5,
Marvin Bagley III,,289,129,6467,17.5,.569,.159,.295,10.8,20.9,15.8,6.1,1.0,2.4,9.8,22.2,7.7,4.9,12.6,.093,0.1,-1.7,-1.6,0.6,
Gus Bailey,,147,,1346,11.3,.433,.003,.388,7.3,11.6,9.5,16.1,1.9,1.7,17.2,15.6,-0.4,1.2,0.8,.029,-1.6,0.7,-0.9,0.4,
James Bailey,,595,105,11625,13.0,.530,.003,.389,9.5,19.1,14.2,6.1,1.2,2.5,17.6,20.9,1.4,14.9,16.3,.067,-2.9,0.0,-2.9,-2.6,
Thurl Bailey,,928,229,24873,14.3,.523,.003,.285,6.0,14.7,10.5,8.0,0.8,2.6,11.3,21.5,15.0,30.1,45.0,.087,-0.6,-0.3,-0.9,6.9,
Vin Baker,,791,604,25737,16.3,.522,.019,.391,10.2,16.7,13.4,10.2,1.2,2.3,13.4,23.0,25.5,21.5,47.0,.088,-0.2,-1.0,-1.2,5.3,
Renaldo Balkman,,221,12,3064,14.3,.532,.089,.376,10.6,18.6,14.6,6.9,2.8,2.7,13.8,14.3,2.8,4.3,7.2,.113,-1.4,1.5,0.1,1.6,
LaMelo Ball,,231,211,7375,18.9,.546,.475,.212,4.1,16.1,10.0,38.2,2.2,1.0,14.7,30.2,6.4,7.2,13.6,.089,3.0,-0.2,2.9,9.1,
Lonzo Ball,,287,253,8964,13.3,.514,.603,.104,3.4,15.1,9.3,25.5,2.3,1.7,17.6,18.0,2.4,10.3,12.6,.068,-0.1,1.1,1.0,6.7,
Greg Ballard,,802,337,22073,15.7,.511,.031,.202,6.9,16.8,11.8,11.5,1.9,0.6,9.8,19.9,24.1,29.9,54.0,.117,0.5,0.7,1.2,18.1,
Mo Bamba,,364,101,6115,16.4,.568,.409,.194,9.6,25.4,17.4,7.5,1.1,6.8,11.7,17.4,5.5,10.1,15.6,.123,-1.1,1.1,0.0,3.1,
Desmond Bane,,313,261,9274,17.2,.597,.457,.177,2.5,14.1,8.2,19.4,1.6,1.1,11.0,23.4,15.3,10.3,25.5,.132,2.3,0.2,2.4,10.4,
Gene Banks,,468,264,13074,15.1,.579,.012,.358,8.6,14.2,11.4,13.5,1.6,0.4,15.4,16.6,21.9,9.4,31.2,.115,1.0,-0.3,0.7,8.7,
Marcus Banks,,348,37,5571,12.2,.522,.223,.345,2.2,8.6,5.5,21.2,2.5,0.8,18.1,19.9,1.5,5.1,6.6,.057,-2.3,0.2,-2.0,-0.1,
Ken Bannister,,253,71,3867,8.9,.502,.003,.557,7.9,18.6,13.1,4.2,1.4,1.3,18.8,19.8,-4.0,4.6,0.6,.007,-5.0,-0.6,-5.6,-3.6,
Mike Bantom,,706,340,19725,14.3,.508,.002,.328,8.4,15.3,11.8,11.6,1.5,1.3,15.7,19.7,15.3,19.5,34.8,.085,-0.5,-0.3,-0.8,5.7,
Leandro Barbosa,,850,112,18386,15.1,.560,.345,.204,2.0,8.4,5.3,15.1,1.9,0.5,11.6,22.2,24.7,12.8,37.4,.098,0.3,-0.4,-0.2,8.6,
Steve Bardo,,33,0,299,8.1,.384,.118,.271,4.5,18.5,11.3,21.9,2.0,0.9,18.8,16.7,-0.4,0.3,-0.1,-0.020,-4.6,0.6,-4.0,-0.2,
J.J. Barea,,831,108,16287,14.5,.515,.349,.176,1.7,10.4,6.0,33.2,1.0,0.1,14.9,23.4,13.7,10.1,23.8,.070,0.7,-1.4,-0.7,5.3,
Andrea Bargnani,,550,377,15806,14.4,.531,.265,.251,3.9,15.0,9.5,7.1,0.7,2.4,10.3,24.0,9.8,9.1,18.9,.057,-0.1,-1.5,-1.6,1.5,
Charles Barkley,,1073,1012,39330,24.6,.612,.129,.554,12.5,23.7,18.2,17.5,2.1,1.4,14.8,24.8,123.3,53.9,177.2,.216,5.4,0.8,6.1,80.5,
Harrison Barnes,,993,932,31036,13.7,.575,.353,.307,3.6,13.3,8.4,8.2,1.1,0.5,8.6,18.6,40.3,21.3,61.6,.095,0.2,-1.0,-0.8,9.1,
Jim Barnes,,454,,9455,12.5,.477,,.365,,,7.1,5.3,,,,,5.6,8.6,14.2,.072,,,,,
Marvin Barnes,,315,,9281,18.1,.514,.003,.279,10.6,20.9,15.7,10.2,1.8,2.5,14.8,23.8,9.1,11.4,20.6,.106,0.6,0.1,0.6,6.1,
Matt Barnes,,929,359,21967,12.7,.542,.459,.217,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.6,19.4,23.4,42.8,.093,-0.4,0.4,-0.1,10.7,
Dick Barnett,,971,,28937,14.7,.508,,.327,1.8,5.4,3.6,12.9,0.8,0.0,,,46.5,22.1,68.7,.114,-3.2,-0.4,-3.6,0.0,
Jim Barnett,,732,0,17410,14.6,.492,,.309,4.0,6.5,5.6,17.6,1.2,0.3,,,15.9,17.3,33.2,.092,-0.1,-1.0,-1.1,1.1,
John Barnhill,,589,2,13925,10.7,.453,.091,.283,3.9,5.0,3.6,16.4,,,13.6,17.7,-0.1,12.8,12.7,.044,,,,,
Leo Barnhorst,,344,,7279,14.2,.401,,.212,,,,,,,,,0.9,12.4,13.3,.056,,,,,
Mike Barr,,307,,6341,9.6,.518,.017,.244,2.8,7.1,4.9,17.1,2.2,0.5,23.0,13.7,2.5,4.3,6.9,.052,-2.0,0.5,-1.5,0.5,
RJ Barrett,,387,386,12814,13.9,.531,.308,.321,3.0,15.4,9.1,16.0,1.0,0.8,11.2,26.0,2.1,11.2,13.3,.050,-0.6,-1.2,-1.7,0.9,
Earl Barron,,140,31,1985,8.6,.417,.026,.263,10.9,18.1,14.5,5.3,1.2,1.2,12.2,20.5,-2.4,1.7,-0.6,-0.015,-5.4,-2.2,-7.6,-2.8,
Dana Barros,,850,264,19480,16.4,.572,.371,.204,1.3,8.3,4.7,23.7,1.9,0.2,13.5,20.0,38.4,11.2,49.6,.122,2.3,-0.6,1.7,18.1,
Brent Barry,,912,449,23643,15.7,.607,.546,.251,2.2,11.5,6.9,19.4,2.1,0.8,15.6,16.1,47.4,23.1,70.5,.143,1.7,0.9,2.6,27.7,
Jon Barry,,821,36,13880,14.7,.572,.456,.279,2.6,9.9,6.2,20.3,2.7,0.6,16.4,16.0,21.5,15.7,37.2,.129,0.5,1.3,1.8,13.4,
Rick Barry,,1020,82,38153,21.0,.525,.028,.301,2.9,12.0,8.0,19.1,2.5,0.7,12.2,25.5,89.2,39.7,128.9,.162,2.5,0.5,3.0,24.8,
Will Barton,,679,286,17116,13.9,.532,.383,.210,3.1,15.1,9.1,15.7,1.5,1.4,11.7,20.6,12.7,13.8,26.5,.074,0.1,-0.5,-0.4,6.9,
Brandon Bass,,758,283,16410,15.3,.558,.011,.340,8.0,16.0,12.0,6.1,0.9,2.2,10.9,18.4,23.9,18.9,42.8,.125,-0.6,-0.2,-0.8,5.1,
Tim Bassett,,473,,11230,10.2,.451,.005,.288,9.7,18.0,13.7,6.5,1.4,1.1,16.3,12.4,0.5,12.4,12.9,.055,-2.3,0.0,-2.3,-1.0,
Maceo Baston,,105,4,831,14.4,.667,.047,.558,7.6,16.7,12.0,5.0,1.5,3.9,20.1,14.5,1.2,1.1,2.3,.134,-2.3,1.2,-1.2,0.2,
Keita Bates-Diop,,283,67,4565,12.7,.565,.328,.282,4.9,15.3,10.0,7.2,1.5,1.8,9.3,15.2,3.9,3.6,7.4,.078,-1.2,-0.4,-1.6,0.5,
Tony Battie,,837,429,17649,12.6,.520,.017,.259,8.9,19.1,14.0,4.9,1.2,3.0,12.6,14.4,14.6,21.8,36.4,.099,-2.1,0.3,-1.8,0.8,
Shane Battier,,977,705,30004,12.6,.559,.477,.236,5.0,10.8,7.9,8.8,1.7,2.3,10.4,12.9,40.4,35.3,75.7,.121,0.4,1.3,1.7,28.2,
John Battle,,612,62,10910,13.7,.526,.051,.332,1.8,6.6,4.2,17.4,1.2,0.2,11.5,22.2,12.3,5.6,17.9,.079,-0.7,-1.3,-2.0,0.1,
Nicolas Batum,,1131,871,32635,14.0,.566,.519,.200,3.8,15.0,9.4,16.3,1.6,1.8,14.3,16.0,39.6,34.3,73.9,.109,0.7,0.8,1.5,28.7,
Johnny Baum,,244,1,3397,13.7,.516,.002,.239,7.6,11.4,9.8,6.1,1.4,0.7,11.6,18.1,4.2,1.5,5.7,.081,-1.0,-0.8,-1.8,0.1,
Jerryd Bayless,,586,99,12486,12.2,.522,.331,.284,1.6,9.9,5.8,21.2,1.5,0.5,14.9,20.1,8.7,9.9,18.6,.072,-1.1,-0.5,-1.6,1.1,
Elgin Baylor,,846,,33863,22.7,.494,,.366,,,10.2,16.1,,,,,63.6,40.5,104.2,.148,,,,,
Aron Baynes,,522,168,8370,13.7,.550,.142,.256,10.5,21.1,15.8,7.5,0.7,2.5,13.6,17.2,9.1,11.0,20.1,.115,-2.3,-0.1,-2.4,-0.8,
Kent Bazemore,,657,310,13546,11.4,.521,.417,.255,1.9,14.6,8.3,12.8,2.4,1.9,14.8,19.5,-3.6,17.1,13.5,.048,-2.3,0.9,-1.4,2.0,
Darius Bazley,,237,118,5536,11.2,.507,.405,.263,3.7,20.1,11.8,7.6,1.2,2.9,12.3,18.4,-3.1,6.1,3.1,.027,-2.4,-0.1,-2.4,-0.6,
Bradley Beal,,801,752,27560,18.0,.568,.334,.254,2.8,10.3,6.6,20.5,1.6,1.0,11.3,27.0,38.3,20.3,58.6,.102,2.3,-0.9,1.5,24.0,
Butch Beard,,605,,14283,15.0,.540,,.360,5.1,10.1,7.1,20.2,2.3,0.2,18.8,16.1,21.2,11.6,32.8,.110,0.0,0.6,0.6,6.2,
John Beasley,,506,,13947,19.5,.545,.045,.267,10.0,18.2,13.9,6.1,0.7,1.2,9.0,18.6,27.3,10.6,37.9,.131,0.2,-1.9,-1.7,0.0,
Malik Beasley,,578,209,13739,12.4,.567,.652,.097,2.0,10.8,6.4,8.3,1.4,0.4,7.4,19.8,10.6,9.5,20.1,.070,0.2,-1.2,-0.9,3.7,
Michael Beasley,,609,238,13903,15.6,.520,.126,.218,5.5,18.2,11.8,10.1,1.3,1.8,12.3,26.9,2.0,13.6,15.6,.054,-0.7,-1.0,-1.7,0.9,
Zelmo Beaty,,889,,29676,18.7,.554,.001,.421,9.2,18.9,15.0,6.7,1.4,1.4,12.4,20.0,70.0,36.0,106.0,.171,0.6,-0.1,0.4,2.3,
Byron Beck,,747,,19197,16.4,.540,.006,.208,8.3,14.3,12.8,7.0,1.2,0.4,10.8,17.2,31.3,23.7,55.0,.137,0.2,-0.7,-0.4,2.3,
Ernie Beck,,371,,7054,11.2,.431,,.253,,,,,,,,,2.6,6.4,9.0,.061,,,,,
Art Becker,,414,,10554,16.3,.527,.006,.250,6.6,12.9,10.8,5.8,,,10.7,19.3,16.8,11.3,28.1,.128,,,,,
William Bedford,,238,30,2514,9.7,.446,.023,.249,9.1,16.5,12.9,6.3,0.7,3.0,13.8,21.1,-2.3,3.2,0.9,.017,-4.5,-0.3,-4.8,-1.8,
Ron Behagen,,388,10,9131,14.2,.472,.000,.279,9.8,20.4,15.1,10.1,1.4,0.9,15.8,23.4,1.9,11.0,13.0,.068,-1.5,-0.6,-2.1,-0.2,
Marco Belinelli,,860,219,19548,12.2,.550,.464,.213,1.1,9.0,5.1,11.3,1.3,0.3,10.0,19.4,18.0,12.5,30.5,.075,-0.5,-0.8,-1.3,3.3,
Charlie Bell,,376,137,9368,11.2,.515,.420,.172,2.2,8.2,5.1,14.3,1.7,0.3,10.4,16.7,7.5,5.0,12.5,.064,-1.2,-0.4,-1.6,1.0,
Jordan Bell,,161,17,1937,15.0,.572,.043,.253,8.9,18.6,13.9,13.7,1.5,5.1,18.6,14.1,2.1,2.8,4.9,.121,-1.4,1.5,0.2,1.1,
Raja Bell,,706,479,19813,10.9,.544,.396,.185,2.5,9.1,5.8,9.3,1.3,0.5,9.7,16.4,20.7,12.0,32.7,.079,-0.9,-0.4,-1.3,3.5,
Walt Bellamy,,1043,,38940,19.9,.554,,.527,10.6,20.1,16.1,9.4,0.9,1.0,,,103.3,26.7,130.0,.160,0.6,-0.9,-0.2,1.1,
DeAndre' Bembry,,296,55,5670,10.5,.525,.247,.220,3.5,14.7,9.0,13.2,2.4,1.9,18.1,15.0,-1.2,5.6,4.4,.038,-3.3,1.0,-2.3,-0.4,
Jonathan Bender,,262,28,3847,10.9,.514,.243,.359,4.6,12.4,8.6,7.4,0.6,3.2,15.4,19.9,0.2,3.6,3.8,.047,-2.1,-0.5,-2.6,-0.6,
Benoit Benjamin,,807,614,21911,14.8,.544,.003,.393,7.3,23.8,15.4,7.3,1.2,4.3,17.9,19.6,3.2,29.5,32.7,.072,-2.0,0.9,-1.1,4.8,
Corey Benjamin,,153,16,2191,8.9,.459,.243,.272,4.4,9.6,6.9,12.5,1.7,1.6,15.3,22.6,-2.2,1.3,-0.9,-0.019,-3.6,-1.2,-4.8,-1.6,
Mario Bennett,,68,18,606,18.2,.543,.014,.433,16.1,18.1,17.1,6.7,2.6,2.6,11.8,20.5,1.0,0.9,1.9,.153,-0.7,-0.1,-0.8,0.2,
Mel Bennett,,204,1,3725,10.8,.445,.003,.574,11.5,14.2,12.8,7.4,1.6,1.4,16.7,19.5,-1.6,2.5,0.9,.011,-2.8,-1.2,-4.0,-2.0,
David Benoit,,492,179,9314,12.0,.513,.217,.237,7.5,17.5,12.6,4.7,1.2,1.9,11.2,18.1,5.7,11.2,16.9,.087,-1.4,-0.6,-2.0,0.0,
Kent Benson,,680,233,15719,14.2,.531,.007,.254,8.2,18.8,13.4,10.2,1.8,2.0,15.5,17.1,13.0,20.6,33.6,.103,-0.7,0.9,0.2,8.8,
Dāvis Bertāns,,475,41,8546,12.8,.607,.795,.167,1.9,13.1,7.5,7.4,1.2,1.7,7.7,16.6,11.7,6.9,18.6,.105,0.7,-0.5,0.2,4.7,
Travis Best,,708,148,15150,13.8,.514,.166,.285,1.8,7.7,4.8,27.3,2.3,0.3,15.1,18.9,16.8,14.1,30.9,.098,-0.9,0.5,-0.4,6.0,
Patrick Beverley,,666,518,17689,12.2,.544,.562,.194,4.3,12.4,8.4,17.6,1.9,1.7,13.5,14.2,21.7,18.5,40.2,.109,-0.5,1.2,0.7,12.1,
Al Bianchi,,687,,13649,9.6,.419,,.269,,,,15.0,,,,,-4.2,12.4,8.2,.029,,,,,
Henry Bibby,,675,208,15475,12.3,.491,.029,.362,3.3,7.0,5.3,19.5,1.7,0.1,16.6,16.4,10.9,13.6,24.5,.076,-1.2,-0.4,-1.5,1.8,
Mike Bibby,,1001,950,33962,16.1,.536,.322,.237,1.8,8.7,5.3,27.2,1.8,0.3,13.5,21.1,51.2,22.0,73.2,.104,1.6,-0.8,0.8,23.8,
Andris Biedriņš,,516,311,11146,15.3,.591,.001,.318,11.5,24.5,17.9,6.1,1.5,3.8,14.9,12.4,16.7,14.0,30.7,.132,-1.1,0.7,-0.4,4.6,
Chauncey Billups,,1043,937,33008,18.8,.580,.414,.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6,21.9,92.4,28.4,120.8,.176,3.5,-0.3,3.2,43.5,
Dave Bing,,901,,32769,17.6,.502,,.360,3.4,5.8,4.7,24.3,1.7,0.4,16.8,22.1,45.0,23.8,68.8,.101,0.5,-0.8,-0.3,5.6,
Khem Birch,,282,75,4825,14.6,.570,.068,.436,11.7,16.1,13.8,8.0,1.4,2.9,11.1,12.4,8.2,5.2,13.4,.133,-1.4,0.3,-1.1,1.1,
Larry Bird,,897,870,34443,23.5,.564,.100,.258,5.9,22.4,14.5,24.7,2.2,1.2,12.7,26.5,86.8,59.0,145.8,.203,5.1,1.8,6.9,77.2,
Otis Birdsong,,696,399,21627,16.5,.533,.017,.260,4.6,6.0,5.3,16.0,1.8,0.4,11.2,24.5,28.8,19.4,48.2,.107,1.1,-0.5,0.6,14.3,
Goga Bitadze,,319,97,4605,17.4,.590,.212,.355,12.1,20.6,16.3,11.8,1.5,6.6,13.5,15.9,7.2,7.7,14.9,.155,-1.0,1.8,0.8,3.3,
Bismack Biyombo,,867,377,16912,13.0,.554,.001,.541,10.6,23.1,16.8,5.0,0.7,5.4,16.7,12.5,12.3,20.8,33.1,.094,-3.0,0.4,-2.6,-2.4,
Nemanja Bjelica,,449,162,9172,13.7,.578,.472,.171,5.8,19.2,12.4,12.8,1.5,1.8,13.5,16.1,11.1,8.8,20.0,.104,-0.2,0.5,0.3,5.4,
Uwe Blab,,235,34,1966,6.6,.481,.000,.520,7.3,15.4,11.4,6.6,0.5,2.4,21.2,13.9,-1.1,1.5,0.4,.009,-5.1,-0.2,-5.4,-1.7,
Rolando Blackman,,980,815,32087,16.7,.555,.048,.308,3.6,7.7,5.7,14.4,1.1,0.5,10.3,23.2,59.0,16.6,75.6,.113,1.6,-1.2,0.4,19.8,
DeJuan Blair,,424,179,7054,16.5,.541,.004,.264,13.6,21.6,17.7,7.8,2.3,1.3,15.1,20.2,7.5,11.5,19.0,.129,-1.5,0.3,-1.2,1.4,
Steve Blake,,870,347,20823,11.1,.521,.527,.126,1.4,8.6,5.0,25.1,1.5,0.2,18.4,14.5,16.6,12.5,29.1,.067,-0.7,-0.5,-1.2,4.2,
Andray Blatche,,564,191,12462,16.8,.511,.044,.277,9.6,18.9,14.1,11.3,2.1,2.9,14.1,23.7,5.2,14.0,19.2,.074,-0.8,0.0,-0.8,3.8,
Mookie Blaylock,,889,800,31026,16.8,.488,.332,.150,3.6,9.8,6.6,30.9,3.5,0.6,14.4,20.1,33.3,38.5,71.8,.111,1.7,1.3,3.0,39.2,
