name,pos,games,games_started,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,awards
Larry Bird,,897,870,34443,8591,17334,.496,649,1727,.376,7942,15607,.509,.514,3960,4471,.886,1757,7217,8974,5695,1556,755,2816,2279,21791,59,
Otis Birdsong,,696,399,21627,5347,10562,.506,49,179,.274,5298,10383,.510,.509,1801,2748,.655,920,1152,2072,2260,858,143,1491,1783,12544,0,
Goga Bitadze,,319,97,4605,686,1269,.541,62,269,.230,624,1000,.624,.565,298,450,.662,501,818,1319,370,137,335,229,587,1732,0,
Bismack Biyombo,,867,377,16912,1720,3205,.537,0,3,.000,1720,3202,.537,.537,955,1733,.551,1649,3460,5109,582,233,1100,793,1874,4395,0,
Nemanja Bjelica,,449,162,9172,1279,2746,.466,498,1296,.384,781,1450,.539,.556,356,469,.759,486,1565,2051,826,288,184,459,1058,3412,0,
Uwe Blab,,235,34,1966,185,427,.433,0,0,,185,427,.433,.433,135,222,.608,128,285,413,102,19,85,141,344,505,0,
Rolando Blackman,,980,815,32087,6887,13969,.493,229,667,.343,6658,13302,.501,.501,3620,4309,.840,1047,2231,3278,2981,715,274,1829,1634,17623,0,
DeJuan Blair,,424,179,7054,1242,2371,.524,0,9,.000,1242,2362,.526,.524,381,627,.608,810,1343,2153,349,316,127,471,1003,2865,0,
Steve Blake,,870,347,20823,2061,5145,.401,1037,2709,.383,1024,2436,.420,.501,503,646,.779,250,1566,1816,3446,587,63,1222,1287,5662,2,
Andray Blatche,,564,191,12462,2327,4981,.467,52,219,.237,2275,4762,.478,.472,1000,1380,.725,1043,1981,3024,798,492,458,914,1382,5706,0,
Mookie Blaylock,,889,800,31026,4705,11499,.409,1283,3816,.336,3422,7683,.445,.465,1269,1724,.736,1017,2642,3659,5972,2075,300,2067,1687,11962,8,
Eric Bledsoe,,756,568,21021,3689,8169,.452,854,2545,.336,2835,5624,.504,.504,2116,2698,.784,570,2367,2937,3545,1028,344,1888,1493,10348,5,
John Block,,597,48,14316,2592,5987,.433,,,,,,,,1922,2470,.778,198,425,3965,805,111,67,,1733,7106,0,
Corie Blount,,644,77,9925,959,2038,.471,3,26,.115,956,2012,.475,.471,366,624,.587,1085,1605,2690,460,328,266,519,1375,2287,0,
Mark Blount,,605,393,13981,2020,4011,.504,37,103,.359,1983,3908,.507,.508,864,1195,.723,895,1889,2784,513,327,508,933,1554,4941,0,
Vander Blue,,10,1,134,12,39,.308,2,13,.154,10,26,.385,.333,4,12,.333,2,11,13,12,4,0,11,7,30,0,
Bucky Bockhorn,,474,,14791,2245,5574,.403,,,,,,,,940,1256,.748,,,2234,1645,,,,1565,5430,1,
Tom Boerwinkle,,635,,14387,1863,4109,.453,,,,,,,,870,1288,.675,536,1220,5745,2007,110,138,26,1811,4596,5,
Keith Bogans,,671,333,14527,1482,3759,.394,714,2020,.353,768,1739,.442,.489,579,809,.716,391,1426,1817,866,429,68,574,1223,4257,0,
Bogdan Bogdanović,,503,197,14298,2605,5963,.437,1233,3224,.382,1372,2739,.501,.540,730,863,.846,246,1433,1679,1616,505,128,719,1070,7173,0,
Bojan Bogdanović,,719,572,20890,3872,8424,.460,1511,3831,.394,2361,4593,.514,.549,1929,2245,.859,381,2178,2559,1194,398,55,1205,1185,11184,0,
Muggsy Bogues,,889,556,25429,2845,6210,.458,106,381,.278,2739,5829,.470,.467,1062,1284,.827,534,1784,2318,6726,1369,39,1433,1582,6858,0,
Andrew Bogut,,706,661,19862,2986,5585,.535,3,25,.120,2983,5560,.537,.535,833,1495,.557,1754,4358,6112,1546,442,1091,1204,2186,6808,0,
Bol Bol,,202,45,2750,504,925,.545,98,295,.332,406,630,.644,.598,137,183,.749,130,579,709,126,55,153,178,183,1243,0,
Manute Bol,,624,133,11698,665,1635,.407,43,205,.210,622,1430,.435,.420,226,403,.561,596,2051,2647,171,126,2086,451,1457,1599,1,
Marques Bolden,,18,2,153,18,28,.643,0,1,.000,18,27,.667,.643,8,12,.667,13,29,42,4,6,9,5,11,44,0,
Anthony Bonner,,318,120,7372,881,1881,.468,2,16,.125,879,1865,.471,.469,435,737,.590,708,1018,1726,442,346,84,450,784,2199,0,
Matt Bonner,,792,112,13356,1749,3768,.464,797,1923,.414,952,1845,.516,.570,337,432,.780,622,1749,2371,552,285,213,299,1307,4632,0,
Devin Booker,,673,648,23149,5749,12390,.464,1424,4024,.354,4325,8366,.517,.521,3530,4042,.873,424,2294,2718,3522,577,190,2035,1972,16452,0,
Trevor Booker,,532,162,10872,1548,3003,.515,75,246,.305,1473,2757,.534,.528,508,799,.636,1029,1903,2932,566,355,277,540,1063,3679,0,
Ron Boone,,1041,82,32391,6829,14804,.461,153,504,.304,6676,14300,.467,.466,3626,4334,.837,1614,2734,4348,3842,823,123,3085,3265,17437,0,
Calvin Booth,,366,83,4477,472,1047,.451,2,9,.222,470,1038,.453,.452,244,326,.748,316,694,1010,151,101,358,180,678,1190,0,
Bob Boozer,,874,,25549,4961,10738,.462,,,,,,,,3042,3998,.761,,,7119,1237,,,,2489,12964,0,
Carlos Boozer,,861,775,26901,5847,11221,.521,1,14,.071,5846,11207,.522,.521,2281,3158,.722,2037,6155,8192,1928,765,346,1824,2612,13976,1,
Vince Boryla,,285,,5162,1187,3200,.371,,,,,,,,813,996,.816,,,831,610,,,,922,3187,0,
Chris Bosh,,893,881,31936,6209,12581,.494,305,910,.335,5904,11671,.506,.506,4466,5591,.799,1927,5665,7592,1795,730,932,1807,2159,17189,0,
Tom Boswell,,366,0,7046,1096,2058,.533,6,11,.545,1090,2047,.532,.534,623,860,.724,676,1033,1709,591,142,111,474,1102,2821,0,
Chris Boucher,,407,23,7216,1284,2629,.488,371,1096,.339,913,1533,.596,.559,673,864,.779,708,1376,2084,201,197,384,221,764,3612,0,
Bruce Bowen,,873,644,24052,1945,4761,.409,818,2082,.393,1127,2679,.421,.494,582,1013,.575,469,1959,2428,1089,712,336,646,1930,5290,0,
Ryan Bowen,,507,85,6502,544,1192,.456,14,68,.206,530,1124,.472,.462,217,313,.693,506,554,1060,250,325,138,168,752,1319,0,
Anthony Bowie,,461,87,8349,1247,2628,.475,67,211,.318,1180,2417,.488,.487,384,466,.824,299,722,1021,840,288,106,478,711,2945,1,
Sam Bowie,,511,349,14098,2127,4702,.452,32,106,.302,2095,4596,.456,.456,1278,1708,.748,1192,2653,3845,1075,263,909,978,1553,5564,0,
Nate Bowman,,261,,2388,317,817,.388,0,1,.000,317,816,.388,.388,111,210,.529,32,55,878,175,,,17,557,745,0,
Freddie Boyd,,327,89,7723,1165,2817,.414,,,,,,,,454,681,.667,57,266,533,986,184,29,20,651,2784,0,
Earl Boykins,,652,34,12964,2076,4980,.417,384,1104,.348,1692,3876,.437,.455,1255,1433,.876,275,602,877,2092,390,34,756,659,5791,0,
Gary Bradds,,254,,5211,1108,2333,.475,1,18,.056,1107,2315,.478,.475,889,1114,.798,330,687,1398,227,,,403,634,3106,0,
Avery Bradley,,660,544,18151,2914,6715,.434,859,2353,.365,2055,4362,.471,.498,592,756,.783,397,1466,1863,1105,655,128,868,1427,7279,0,
Bill Bradley,,742,82,22799,3927,8763,.448,,,,,,,,1363,1623,.840,198,643,2354,2533,209,65,,2363,9217,0,
Dudley Bradley,,600,124,10192,1222,2780,.440,101,345,.293,1121,2435,.460,.458,586,803,.730,317,781,1098,1147,940,182,682,1220,3131,0,
Michael Bradley,,173,13,2016,218,457,.477,2,14,.143,216,443,.488,.479,45,88,.511,223,368,591,93,25,47,113,200,483,0,
Shawn Bradley,,832,484,19531,2713,5935,.457,4,39,.103,2709,5896,.459,.457,1322,1847,.716,1743,3525,5268,573,532,2119,1059,2567,6752,6,
Tony Bradley,,193,18,2107,375,593,.632,7,15,.467,368,578,.637,.638,96,144,.667,295,476,771,96,44,108,106,258,853,0,
Elton Brand,,1058,868,34910,6599,13185,.500,2,21,.095,6597,13164,.501,.501,3627,4929,.736,3304,5736,9040,2184,940,1828,2060,3115,16827,1,
Terrell Brandon,,724,480,21545,3908,8720,.448,394,1110,.355,3514,7610,.462,.471,1784,2043,.873,425,1749,2174,4407,1142,226,1419,1325,9994,2,
Bob Brannum,,338,,6576,887,2581,.344,,,,,,,,681,1044,.652,,,1944,699,,,,1313,2455,0,
Mike Bratz,,586,9,10613,1578,3880,.407,150,492,.305,1428,3388,.421,.426,775,934,.830,310,720,1030,1851,548,59,854,1091,4081,0,
Carl Braun,,788,,18409,3912,10211,.383,,,,,,,,2801,3484,.804,,,2122,2892,,,,2164,10625,0,
Randy Breuer,,681,285,12499,1898,4060,.467,0,4,.000,1898,4056,.468,.467,803,1278,.628,1061,1925,2986,616,305,750,676,1464,4599,0,
Corey Brewer,,819,310,18771,2684,6314,.425,503,1774,.284,2181,4540,.480,.465,1226,1720,.713,613,1674,2287,1250,1023,222,950,1768,7097,0,
Jim Brewer,,703,169,15936,1785,3983,.448,1,13,.077,1784,3970,.449,.448,528,925,.571,1660,2798,4458,1038,556,510,332,1536,4099,0,
Ron Brewer,,501,190,12892,2497,5437,.459,30,121,.248,2467,5316,.464,.462,947,1149,.824,335,636,971,920,480,249,706,835,5971,0,
Ronnie Brewer,,502,304,11539,1554,3169,.490,90,355,.254,1464,2814,.520,.505,742,1099,.675,451,976,1427,828,622,120,390,545,3940,0,
Primož Brezec,,342,214,6192,1012,2034,.498,1,6,.167,1011,2028,.499,.498,427,609,.701,563,764,1327,179,69,134,274,730,2452,0,
Frankie Brian,,438,,7616,1765,5192,.340,,,,,,,,1849,2251,.821,,,903,1138,,,,1127,5379,0,
Frank Brickowski,,731,404,16278,2873,5538,.519,55,170,.324,2818,5368,.525,.524,1501,2028,.740,1007,2403,3410,1384,644,285,1372,2298,7302,0,
Junior Bridgeman,,849,52,21257,4801,10099,.475,40,164,.244,4761,9935,.479,.477,1875,2216,.846,910,2085,2995,2066,685,220,1169,1969,11517,0,
Bill Bridges,,926,72,30878,4181,9463,.442,,,,,,,,2650,3824,.693,257,376,11054,2553,69,36,,3375,11012,5,
Mikal Bridges,,556,489,18514,3059,6318,.484,977,2631,.371,2082,3687,.565,.561,1109,1316,.843,490,1717,2207,1517,650,317,691,1032,8204,0,
Miles Bridges,,424,319,13070,2493,5399,.462,732,2155,.340,1761,3244,.543,.530,924,1119,.826,469,2158,2627,1135,322,294,675,790,6642,1,
John Brisker,,331,,9953,2678,5907,.453,166,517,.321,2512,5390,.466,.467,1325,1588,.834,725,1108,2152,787,35,9,733,937,6847,0,
Oshae Brissett,,233,46,4073,504,1204,.419,188,558,.337,316,646,.489,.497,334,481,.694,276,623,899,189,123,74,133,313,1530,0,
Allan Bristow,,695,57,14159,2102,4567,.460,16,57,.281,2086,4510,.463,.462,1230,1536,.801,961,1826,2787,2219,514,42,863,1418,5450,0,
Malcolm Brogdon,,463,296,13481,2601,5621,.463,752,1940,.388,1849,3681,.502,.530,1123,1285,.874,363,1554,1917,2156,370,108,789,846,7077,2,
Aaron Brooks,,645,183,13439,2261,5478,.413,820,2218,.370,1441,3260,.442,.488,917,1095,.837,254,825,1079,1925,359,87,1000,1217,6259,0,
Dillon Brooks,,492,465,14503,2588,6173,.419,892,2514,.355,1696,3659,.464,.491,902,1122,.804,381,1213,1594,982,449,124,704,1626,6970,0,
MarShon Brooks,,200,50,3456,613,1371,.447,109,316,.345,504,1055,.478,.487,257,342,.751,132,292,424,282,120,42,248,269,1592,0,
Michael Brooks,,319,129,9372,1673,3445,.486,5,33,.152,1668,3412,.489,.486,735,1029,.714,826,1175,2001,818,387,124,638,981,4086,1,
Scott Brooks,,680,7,9237,1233,2738,.450,287,771,.372,946,1967,.481,.503,564,664,.849,158,527,685,1608,480,30,451,828,3317,0,
Bobby Brown,,158,2,1688,271,715,.379,96,303,.317,175,412,.425,.446,50,62,.806,23,80,103,230,41,4,123,148,688,0,
Bruce Brown,,457,268,11376,1580,3322,.476,283,841,.337,1297,2481,.523,.518,602,784,.768,476,1453,1929,1117,418,223,504,1070,4045,1,
Charlie Brown Jr.,,49,3,406,31,111,.279,11,49,.224,20,62,.323,.329,23,25,.920,20,35,55,17,16,10,16,45,96,0,
Chucky Brown,,694,265,11962,1712,3487,.491,22,97,.227,1690,3390,.499,.494,679,972,.699,665,1483,2148,549,228,216,537,1177,4125,0,
Dee Brown,,608,267,16843,2540,5822,.436,605,1697,.357,1935,4125,.469,.488,1073,1300,.825,319,1250,1569,2227,800,205,905,1264,6758,0,
Devin Brown,,465,127,9022,1174,2927,.401,300,888,.338,874,2039,.429,.452,704,907,.776,336,952,1288,679,263,58,505,747,3352,0,
Fred Brown,,963,4,24422,6006,12568,.478,110,295,.373,5896,12273,.480,.482,1896,2211,.858,681,1601,2637,3160,1149,166,840,1937,14018,0,
Jaylen Brown,,603,496,18465,4298,8990,.478,1144,3185,.359,3154,5805,.543,.542,1696,2336,.726,606,2602,3208,1589,612,228,1277,1518,11436,3,
John Brown,,486,,10108,1348,2979,.453,0,0,,1348,2979,.453,.453,918,1172,.783,824,1302,2126,703,250,76,234,1449,3614,0,
Kwame Brown,,607,281,13389,1518,3088,.492,1,9,.111,1517,3079,.493,.492,998,1750,.570,1085,2248,3333,554,324,376,771,1385,4035,0,
Larry Brown,,376,,11309,1384,3357,.412,48,209,.230,1336,3148,.424,.419,1413,1737,.813,191,565,1005,2509,,,1447,1059,4229,0,
Lorenzo Brown,,103,7,1185,123,338,.364,18,106,.170,105,232,.453,.391,29,41,.707,28,123,151,183,61,15,74,101,293,0,
Mike Brown,,626,112,10961,1126,2476,.455,1,8,.125,1125,2468,.456,.455,877,1271,.690,934,1828,2762,424,253,169,643,1372,3130,0,
Moses Brown,,163,46,1911,342,596,.574,0,0,,342,596,.574,.574,174,320,.544,302,499,801,25,54,89,103,236,858,0,
P.J. Brown,,1089,990,33823,3852,8365,.460,8,59,.136,3844,8306,.463,.461,2158,2718,.794,3002,5407,8409,1661,912,1116,1342,3218,9870,0,
Randy Brown,,655,169,11533,1275,3055,.417,24,120,.200,1251,2935,.426,.421,574,831,.691,326,847,1173,1420,722,156,725,1263,3148,0,
Rickey Brown,,340,26,4487,614,1322,.464,0,3,.000,614,1319,.466,.464,254,381,.667,422,778,1200,119,95,114,301,796,1482,0,
Roger Brown,,605,212,21454,3860,8227,.469,312,971,.321,3548,7256,.489,.488,2466,3116,.791,1278,2480,3758,2315,164,112,1494,1929,10498,0,
Roger Brown1,,239,,2678,236,581,.406,2,2,1.000,234,579,.404,.408,111,178,.624,312,523,835,118,52,130,143,461,585,0,
Shannon Brown,,408,60,7329,1198,2854,.420,276,831,.332,922,2023,.456,.468,446,553,.807,177,583,760,458,284,90,378,538,3118,0,
Stan Brown,,34,,141,41,134,.306,,,,,,,,22,37,.595,,,17,10,,,,48,104,0,
Sterling Brown,,268,29,4458,531,1267,.419,248,683,.363,283,584,.485,.517,121,152,.796,154,737,891,268,140,47,177,379,1431,0,
Tony Brown,,360,105,6006,860,1969,.437,36,139,.259,824,1830,.450,.446,407,566,.719,352,414,766,563,234,40,392,751,2163,0,
Troy Brown Jr.,,356,99,6778,824,1949,.423,306,873,.351,518,1076,.481,.501,242,309,.783,257,1031,1288,508,235,42,235,461,2196,0,
Jalen Brunson,,487,337,14240,3241,6631,.489,778,1998,.389,2463,4633,.532,.547,1561,1896,.823,227,1322,1549,2449,351,48,850,895,8821,0,
Rick Brunson,,337,51,4533,397,1050,.378,100,276,.362,297,774,.384,.426,196,283,.693,85,362,447,876,201,21,356,362,1090,0,
Em Bryant,,566,,11451,1501,3665,.410,,,,,,,,720,1043,.690,,,1593,1700,,,,1729,3722,0,
Joe Bryant,,606,108,12845,2093,4648,.450,23,115,.200,2070,4533,.457,.453,1043,1404,.743,825,1616,2441,1049,519,201,935,1635,5252,0,
Kobe Bryant,,1346,1198,48637,11719,26200,.447,1827,5546,.329,9892,20654,.479,.482,8378,10011,.837,1499,5548,7047,6306,1944,640,4010,3353,33643,21,
Mark Bryant,,797,198,13479,1739,3481,.500,1,12,.083,1738,3469,.501,.500,834,1196,.697,1120,1872,2992,491,330,195,661,2018,4313,0,
Thomas Bryant,,333,146,5910,1175,2019,.582,170,492,.346,1005,1527,.658,.624,438,563,.778,467,1235,1702,326,115,234,234,533,2958,0,
Greg Buckner,,570,117,10895,1120,2491,.450,239,716,.334,881,1775,.496,.498,399,527,.757,457,1136,1593,719,454,111,394,1342,2878,0,
Quinn Buckner,,719,299,16245,2546,5527,.461,7,38,.184,2539,5489,.463,.461,830,1264,.657,598,1371,1969,3114,1337,80,1382,2097,5929,0,
Dave Budd,,353,,6389,962,2092,.460,,,,,,,,581,852,.682,,,1623,337,,,,814,2505,0,
Chase Budinger,,407,50,7998,1188,2766,.430,413,1172,.352,775,1594,.486,.504,409,513,.797,238,1002,1240,473,213,65,310,485,3198,0,
Jud Buechler,,720,29,8444,961,2221,.433,263,718,.366,698,1503,.464,.492,200,316,.633,431,835,1266,560,314,144,297,732,2385,0,
Rodney Buford,,230,38,4182,630,1530,.412,74,247,.300,556,1283,.433,.436,138,182,.758,117,481,598,179,115,31,140,332,1472,0,
Matt Bullard,,615,79,8884,1215,2907,.418,599,1561,.384,616,1346,.458,.521,241,314,.768,278,945,1223,535,186,119,319,775,3270,0,
Reggie Bullock,,556,294,12556,1441,3395,.424,879,2284,.385,562,1111,.506,.554,278,336,.827,188,1263,1451,647,318,81,301,783,4039,0,
Pat Burke,,127,8,1293,199,488,.408,9,36,.250,190,452,.420,.417,61,92,.663,90,176,266,44,28,40,87,180,468,0,
Trey Burke,,498,130,10401,1847,4500,.410,564,1637,.345,1283,2863,.448,.473,534,659,.810,164,714,878,1522,274,52,555,641,4792,0,
Alec Burks,,791,158,17576,2756,6641,.415,975,2525,.386,1781,4116,.433,.488,1859,2309,.805,428,2214,2642,1521,532,159,903,1394,8346,0,
Tom Burleson,,446,164,9425,1568,3526,.445,0,3,.000,1568,3523,.445,.445,1054,1452,.726,918,1876,2794,601,312,591,236,1317,4190,0,
Scott Burrell,,383,122,7592,971,2321,.418,339,909,.373,632,1412,.448,.491,366,506,.723,395,937,1332,527,341,180,337,865,2647,0,
Deonte Burton,,73,0,602,76,209,.364,18,81,.222,58,128,.453,.407,16,26,.615,11,74,85,26,13,18,28,65,186,0,
Willie Burton,,316,118,6666,1090,2569,.424,140,406,.345,950,2163,.439,.452,923,1174,.786,326,606,932,393,191,121,517,846,3243,0,
Steve Burtt,,101,2,1121,218,512,.426,2,14,.143,216,498,.434,.428,146,210,.695,28,64,92,123,49,13,110,195,584,0,
Don Buse,,966,548,26180,2778,6313,.440,320,969,.330,2458,5344,.460,.465,1014,1302,.779,728,1837,2565,4425,1925,171,996,1562,6890,0,
Donnie Butcher,,279,,5085,610,1535,.397,,,,,,,,476,757,.629,,,821,585,,,,699,1696,1,
Caron Butler,,881,732,28333,4596,10592,.434,746,2144,.348,3850,8448,.456,.469,2492,2942,.847,1103,3284,4387,2007,1163,216,1594,2129,12430,3,
Jimmy Butler,,869,764,28790,5147,10909,.472,684,2084,.328,4463,8825,.506,.503,4920,5833,.843,1441,3206,4647,3772,1400,379,1399,1196,15898,19,
Mitchell Butler,,362,33,5464,707,1613,.438,95,313,.304,612,1300,.471,.468,359,576,.623,246,471,717,342,214,53,353,576,1868,0,
Rasual Butler,,809,266,17219,2293,5686,.403,911,2520,.362,1382,3166,.437,.483,595,796,.747,297,1637,1934,658,288,408,528,1132,6092,0,
Dwight Buycks,,49,0,696,115,286,.402,27,73,.370,88,213,.413,.449,53,60,.883,18,58,76,83,30,2,61,53,310,0,
Andrew Bynum,,418,319,10690,1917,3446,.556,1,9,.111,1916,3437,.557,.556,987,1431,.690,1007,2214,3221,490,133,657,644,1028,4822,0,
Will Bynum,,360,29,6611,1117,2529,.442,84,309,.272,1033,2220,.465,.458,603,755,.799,125,436,561,1185,256,29,578,670,2921,0,
Marty Byrnes,,263,12,4254,585,1264,.463,15,46,.326,570,1218,.468,.469,310,421,.736,248,338,586,409,102,34,275,418,1495,0,
Tommy Byrnes,,264,,,653,2182,.299,,,,,,,,402,620,.648,,,71,311,,,,387,1708,0,
Barney Cable,,362,,6817,1012,2409,.420,,,,,,,,348,523,.665,,,1884,381,,,,881,2372,0,
Bruno Caboclo,,105,20,1293,162,402,.403,62,201,.308,100,201,.498,.480,56,67,.836,82,186,268,72,36,59,69,135,442,0,
Jason Caffey,,462,170,9045,1276,2652,.481,0,8,.000,1276,2644,.483,.481,816,1282,.637,841,1181,2022,420,209,110,647,1148,3368,0,
Michael Cage,,1140,733,29716,3317,6445,.515,0,25,.000,3317,6420,.517,.515,1644,2476,.664,3227,5419,8646,1057,1050,725,1161,2581,8278,0,
José Calderón,,895,591,23643,3038,6440,.472,920,2260,.407,2118,4180,.507,.543,925,1060,.873,303,1845,2148,5148,716,71,1339,1476,7921,2,
Adrian Caldwell,,197,1,1603,164,338,.485,0,3,.000,164,335,.490,.485,62,137,.453,180,316,496,33,56,41,126,270,390,0,
Joe Caldwell,,782,,25261,5295,11365,.466,18,80,.225,5277,11285,.468,.467,2011,3518,.572,783,967,4117,2647,385,45,975,2328,12619,0,
Kentavious Caldwell-Pope,,912,770,27036,3627,8479,.428,1533,4182,.367,2094,4297,.487,.518,1385,1685,.822,522,2186,2708,1652,1057,265,923,1686,10172,0,
Bill Calhoun,,442,,8221,1171,3431,.341,,,,,,,,1098,1565,.702,,,1292,1036,,,,836,3440,0,
Corky Calhoun,,542,0,10901,1200,2609,.460,0,0,,1200,2609,.460,.460,496,634,.782,525,1099,1962,601,293,132,121,1322,2896,0,
Mack Calvin,,755,,21593,3982,8906,.447,64,261,.245,3918,8645,.453,.451,4144,4801,.863,629,1294,1923,3617,485,24,2012,1912,12172,0,
Marcus Camby,,973,786,28684,3767,8077,.466,18,88,.205,3749,7989,.469,.468,1710,2551,.670,2611,6902,9513,1837,967,2331,1362,2687,9262,4,
Elden Campbell,,1044,671,25776,4062,8835,.460,2,37,.054,4060,8798,.461,.460,2679,3832,.699,1880,4236,6116,1199,702,1602,1367,3006,10805,0,
Tony Campbell,,690,224,15180,3180,6981,.456,67,264,.254,3113,6717,.463,.460,1567,1984,.790,912,1205,2117,1019,582,157,1083,1536,7994,0,
Isaiah Canaan,,235,77,4799,616,1661,.371,366,1042,.351,250,619,.404,.481,315,377,.836,63,375,438,454,145,23,259,364,1913,0,
Vlatko Čančar,,143,11,1527,180,381,.472,64,181,.354,116,200,.580,.556,61,72,.847,54,197,251,123,39,22,74,137,485,0,
Larry Cannon,,213,4,6132,1284,3126,.411,29,113,.257,1255,3013,.417,.415,948,1247,.760,356,264,620,772,7,4,578,544,3545,0,
Clint Capela,,664,587,17403,3470,5628,.617,0,6,.000,3470,5622,.617,.617,1014,1863,.544,2432,4553,6985,676,450,951,704,1558,7954,1,
Frank Card,,306,,6901,1116,2423,.461,3,17,.176,1113,2406,.463,.461,659,1043,.632,597,1124,1721,372,0,0,552,807,2894,0,
Brian Cardinal,,456,37,6477,664,1628,.408,243,653,.372,421,975,.432,.482,537,624,.861,286,764,1050,465,295,69,330,890,2108,0,
Rick Carlisle,,188,1,1461,178,422,.422,11,48,.229,167,374,.447,.435,55,71,.775,44,97,141,201,42,9,120,187,422,0,
Don Carlson,,180,,,599,1813,.330,,,,,,,,249,400,.623,,,15,324,,,,511,1447,0,
Rodney Carney,,299,48,4600,675,1599,.422,200,591,.338,475,1008,.471,.485,228,324,.704,164,424,588,132,159,100,157,420,1778,0,
Antoine Carr,,987,168,19780,3663,7286,.503,6,46,.130,3657,7240,.505,.503,1844,2364,.780,1151,2233,3384,1086,361,925,1187,3063,9176,0,
Austin Carr,,682,67,19660,4359,9714,.449,2,13,.154,4357,9701,.449,.449,1753,2181,.804,711,760,1990,1878,433,66,470,1394,10473,0,
Chris Carr,,297,66,4505,730,1753,.416,159,470,.338,571,1283,.445,.462,369,457,.807,176,482,658,294,93,46,310,502,1988,0,
Kenny Carr,,674,235,17167,3057,5998,.510,3,38,.079,3054,5960,.512,.510,1696,2479,.684,1506,3493,4999,923,484,296,1438,2153,7813,0,
M.L. Carr,,678,42,16390,2710,5740,.472,42,153,.275,2668,5587,.478,.476,1297,1761,.737,1089,1965,3054,1336,939,270,1029,1709,6759,0,
Darel Carrier,,350,,12338,2445,5867,.417,398,1055,.377,2047,4812,.425,.451,1723,2024,.851,182,653,1187,896,,,906,1072,7011,0,
DeMarre Carroll,,578,339,13675,1806,4204,.430,658,1839,.358,1148,2365,.485,.508,880,1188,.741,655,1799,2454,726,524,151,498,1127,5150,0,
Joe Barry Carroll,,705,533,22838,5021,10583,.474,0,13,.000,5021,10570,.475,.474,2413,3232,.747,1690,3714,5404,1264,687,1121,1964,2212,12455,0,
Matt Carroll,,459,84,7590,1030,2496,.413,344,896,.384,686,1600,.429,.482,609,724,.841,147,716,863,313,223,60,297,704,3013,0,
Anthony Carter,,623,181,12184,1230,3043,.404,116,464,.250,1114,2579,.432,.423,433,613,.706,244,1058,1302,2363,601,115,958,1103,3009,0,
Butch Carter,,361,93,6814,1290,2717,.475,54,176,.307,1236,2541,.486,.485,503,638,.788,234,312,546,683,321,43,479,792,3137,0,
Fred Carter,,611,358,18328,3917,9219,.425,,,,,,,,1437,2073,.693,323,804,2381,2122,371,65,,1740,9271,0,
George Carter,,479,,16234,3275,7352,.445,49,163,.301,3226,7189,.449,.449,2084,2564,.813,1181,2062,3243,959,164,48,1214,1632,8683,0,
Jevon Carter,,412,49,6279,781,1980,.394,472,1245,.379,309,735,.420,.514,111,139,.799,124,563,687,651,242,99,240,508,2145,0,
Vince Carter,,1541,982,46367,9293,21339,.435,2290,6168,.371,7003,15171,.462,.489,4852,6082,.798,1658,4948,6606,4714,1530,888,2590,3995,25728,5,
Wendell Carter Jr.,,383,345,10447,1723,3384,.509,278,880,.316,1445,2504,.577,.550,841,1154,.729,880,2293,3173,765,247,281,583,1108,4565,0,
Michael Carter-Williams,,395,217,9942,1498,3730,.402,183,716,.256,1315,3014,.436,.426,861,1221,.705,379,1339,1718,1708,498,215,916,964,4040,5,
Bill Cartwright,,963,758,27491,4656,8868,.525,0,2,.000,4656,8866,.525,.525,3401,4412,.771,1812,4294,6106,1390,460,668,1892,2833,12713,0,
Alex Caruso,,417,133,9287,1005,2282,.440,425,1130,.376,580,1152,.503,.534,422,557,.758,258,943,1201,1178,557,213,486,860,2857,0,
Sam Cassell,,993,690,29812,5698,12558,.454,672,2029,.331,5026,10529,.477,.480,3567,4144,.861,618,2603,3221,5939,1058,163,2418,2744,15635,3,
Omri Casspi,,588,145,11959,1718,3781,.454,493,1339,.368,1225,2442,.502,.520,713,1052,.678,473,1882,2355,662,362,134,595,917,4642,0,
